eval/mean_ep_length,eval/mean_quat_reward,train/learning_rate,train/ent_coef,eval/mean_reward,train/ent_coef_loss,eval/mean_pos_reward,eval/mean_bonus_reward,train/actor_loss,train/n_updates,time/total_timesteps,train/critic_loss,eval/success_rate,time/episodes,rollout/success_rate,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean
50.0,42.840178501429996,0.0003,0.003915885929018259,30.088287921798766,0.27249085903167725,34.67279464219084,0.0,-64.39849090576172,524899,525000,0.09905944764614105,0.0,,,,,,
,,,,,,,,,,525000,,,10500,0.0,8197,28.674647419999996,64,50.0
50.0,42.743127096799235,0.0003,0.0038778716698288918,30.042185762791195,0.8234007358551025,34.682488911901096,0.0,-64.70929718017578,549899,550000,0.0777326375246048,0.0,,,,,,
,,,,,,,,,,550000,,,11000,0.0,8583,29.276039520000005,64,50.0
50.0,42.49617196153586,0.0003,0.0038225892931222916,29.48439918432385,0.013150691986083984,32.94525283667857,0.0,-65.08851623535156,574899,575000,0.06941680610179901,0.0,,,,,,
,,,,,,,,,,575000,,,11500,0.0,8971,29.82056198,64,50.0
50.0,42.58116969726696,0.0003,0.0036719786003232002,29.710451723337172,1.5114309787750244,33.65946737161833,0.02,-65.22860717773438,599899,600000,0.08407032489776611,0.0,,,,,,
,,,,,,,,,,600000,,,12000,0.0,9358,29.027615580000003,64,50.0
50.0,43.40317086054026,0.0003,0.0036156289279460907,29.973272570623084,-3.140239953994751,33.08674843029169,0.0,-64.97267150878906,624899,625000,0.07314029335975647,0.0,,,,,,
,,,,,,,,,,625000,,,12500,0.0,9743,29.739896820000002,64,50.0
50.0,42.592804388777985,0.0003,0.003575124777853489,29.961439053134526,-1.1420027017593384,34.66014741978821,0.0,-64.5879898071289,649899,650000,0.06741593033075333,0.0,,,,,,
,,,,,,,,,,650000,,,13000,0.0,10130,30.294082250000002,64,50.0
50.0,42.6814583810397,0.0003,0.003702184883877635,29.92771218246431,0.13885176181793213,34.34793194109404,0.0,-65.36279296875,674899,675000,0.07963082939386368,0.0,,,,,,
,,,,,,,,,,675000,,,13500,0.0,10527,28.920093879999996,64,50.0
50.0,42.24383674573377,0.0003,0.0035449154675006866,29.758423400856554,4.941245079040527,34.54602008271578,0.0,-64.89279174804688,699899,700000,0.07645674794912338,0.0,,,,,,
,,,,,,,,,,700000,,,14000,0.0,10909,29.41167904,64,50.0
50.0,42.52880153814083,0.0003,0.003496666206046939,29.932227663710947,-1.5523611307144165,34.671307478479015,0.0,-65.80268859863281,724899,725000,0.05816228687763214,0.0,,,,,,
,,,,,,,,,,725000,,,14500,0.0,11293,29.864562719999995,64,50.0
50.0,42.95196093019791,0.0003,0.0034982687793672085,30.53780088558793,0.18716299533843994,36.247281702740786,0.0,-65.18516540527344,749899,750000,0.06511369347572327,0.0,,,,,,
,,,,,,,,,,750000,,,15000,0.0,11677,29.847096030000003,64,50.0
50.0,42.76410435612577,0.0003,0.0035105072893202305,30.029799397452443,0.04392823576927185,34.59098893078315,0.0,-65.42191314697266,774899,775000,0.059202831238508224,0.0,,,,,,
,,,,,,,,,,775000,,,15500,0.0,12070,29.701269309999997,64,50.0
50.0,43.63808094010671,0.0003,0.0034230828750878572,30.655810678191482,1.4639439582824707,35.33708085604958,0.01,-65.63773345947266,799899,800000,0.06889006495475769,0.0,,,,,,
,,,,,,,,,,800000,,,16000,0.0,12457,29.4439277,64,50.0
50.0,42.91533315582735,0.0003,0.0033536332193762064,30.27351006671786,-3.0979995727539062,35.25337398190152,0.01,-66.07942199707031,824899,825000,0.054693304002285004,0.0,,,,,,
,,,,,,,,,,825000,,,16500,0.0,12847,30.409288429999997,64,50.0
50.0,43.308330069161,0.0003,0.0033132301177829504,30.430487239104696,-4.985355854034424,35.06528886170539,0.04,-66.21513366699219,849899,850000,0.06487365812063217,0.0,,,,,,
,,,,,,,,,,850000,,,17000,0.0,13228,30.066594859999995,64,50.0
50.0,44.07596640777879,0.0003,0.003330692183226347,30.957319239489735,3.884202480316162,35.67734413255083,0.0,-66.16184997558594,874899,875000,0.06614558398723602,0.0,,,,,,
,,,,,,,,,,875000,,,17500,0.0,13604,30.698189189999997,64,50.0
50.0,42.35018992191606,0.0003,0.003222073893994093,29.63738335418515,-2.824990749359131,33.84915358338396,0.0,-66.63978576660156,899899,900000,0.046407029032707214,0.0,,,,,,
,,,,,,,,,,900000,,,18000,0.0,13997,30.140829700000005,64,50.0
50.0,43.30624008448491,0.0003,0.003186095505952835,30.376264537473762,-4.940988540649414,34.892577965425254,0.0,-66.43736267089844,924899,925000,0.05896374583244324,0.0,,,,,,
,,,,,,,,,,925000,,,18500,0.0,14385,30.645345389999992,64,50.0
50.0,43.25793257704796,0.0003,0.003143921960145235,30.405695302700625,-0.2845013737678528,35.10691601849519,0.0,-66.10700988769531,949899,950000,0.049696169793605804,0.0,,,,,,
,,,,,,,,,,950000,,,19000,0.0,14772,29.823862490000007,64,50.0
50.0,43.01179541749119,0.0003,0.0030488562770187855,30.040935359448195,2.2584662437438965,34.140150509160364,0.0,-66.18180847167969,974899,975000,0.05810321867465973,0.0,,,,,,
,,,,,,,,,,975000,,,19500,0.0,15156,30.210030080000003,64,50.0
50.0,43.99138804184053,0.0003,0.003095824969932437,30.8233428955765,2.052093744277954,35.30059552896839,0.01,-66.02764892578125,999899,1000000,0.05688825249671936,0.0,,,,,,
,,,,,,,,,,1000000,,,20000,0.0,15541,30.568413850000002,64,50.0
50.0,43.45136761484468,0.0003,0.0028845942579209805,30.228895528335123,-2.0705580711364746,34.01284683221989,0.0,-65.93043518066406,1024899,1025000,0.06958409398794174,0.0,,,,,,
,,,,,,,,,,1025000,,,20500,0.0,15926,30.370799450000003,64,50.0
50.0,43.43951238935175,0.0003,0.0027566535864025354,30.354787647147024,3.349522113800049,34.44012582096643,0.1,-66.50996398925781,1049899,1050000,0.04669162631034851,0.0,,,,,,
,,,,,,,,,,1050000,,,21000,0.0,16311,30.62602317,64,50.0
50.0,43.358220713852766,0.0003,0.002769849495962262,30.84870588712394,-1.2511225938796997,36.49838204903945,0.18,-66.63448333740234,1074899,1075000,0.05179885774850845,0.0,,,,,,
,,,,,,,,,,1075000,,,21500,0.0,16705,30.255675910000004,64,50.0
50.0,44.01628168841852,0.0003,0.0027015323285013437,30.92741403975524,1.5538445711135864,35.607092850875716,0.06999999999999999,-66.32756042480469,1099899,1100000,0.0632539913058281,0.0,,,,,,
,,,,,,,,,,1100000,,,22000,0.01,17105,30.561314310000004,64,50.0
50.0,42.61161804704505,0.0003,0.0026320999022573233,30.051043886742555,-1.79377281665802,34.98093941788548,0.0,-67.32667541503906,1124899,1125000,0.05518177151679993,0.0,,,,,,
,,,,,,,,,,1125000,,,22500,0.0,17502,29.935451699999998,64,50.0
50.0,43.529740322378586,0.0003,0.00257144495844841,30.431247043423355,-1.0586456060409546,34.66550750891583,0.0,-67.37823486328125,1149899,1150000,0.04930884763598442,0.0,,,,,,
,,,,,,,,,,1150000,,,23000,0.0,17888,30.868802719999998,64,50.0
50.0,43.83848231898439,0.0003,0.0024891728535294533,30.79701781088952,0.8472140431404114,35.51110663745689,0.0,-66.88572692871094,1174899,1175000,0.055042773485183716,0.0,,,,,,
,,,,,,,,,,1175000,,,23500,0.0,18278,30.585874040000004,64,50.0
50.0,44.27835896227445,0.0003,0.0023893939796835184,30.980052822194992,-1.1302732229232788,35.363493364706265,0.0,-67.30441284179688,1199899,1200000,0.036474306136369705,0.0,,,,,,
,,,,,,,,,,1200000,,,24000,0.0,18673,30.34366497,64,50.0
50.0,43.89904588907337,0.0003,0.002315785037353635,30.872933250647037,1.2655750513076782,35.68364113636073,0.01,-67.33807373046875,1224899,1225000,0.03635154291987419,0.0,,,,,,
,,,,,,,,,,1225000,,,24500,0.0,19059,30.821784639999997,64,50.0
50.0,42.746237380796046,0.0003,0.0023815566673874855,30.125610249376916,-0.2917709946632385,35.00996619990791,0.0,-67.22715759277344,1249899,1250000,0.03889038786292076,0.0,,,,,,
,,,,,,,,,,1250000,,,25000,0.0,19453,29.995197169999997,64,50.0
50.0,43.93211892482278,0.0003,0.0023906989954411983,31.02628973769024,1.2098881006240845,36.24092107288967,0.0,-67.57940673828125,1274899,1275000,0.03095044381916523,0.0,,,,,,
,,,,,,,,,,1275000,,,25500,0.0,19840,30.907129710000003,64,50.0
50.0,43.52716459335594,0.0003,0.002376304706558585,30.61710827514529,-1.0032016038894653,35.41410387825088,0.0,-67.7444076538086,1299899,1300000,0.040959011763334274,0.0,,,,,,
,,,,,,,,,,1300000,,,26000,0.0,20226,30.934334949999997,64,50.0
50.0,43.24761077236608,0.0003,0.0022830511443316936,30.09485547536984,1.271054744720459,33.88420029999598,0.0,-67.44664001464844,1324899,1325000,0.0411827526986599,0.0,,,,,,
,,,,,,,,,,1325000,,,26500,0.0,20614,30.549100669999998,64,50.0
50.0,44.15185945874846,0.0003,0.0022954780142754316,30.939201711318457,-1.3830549716949463,35.42308797857372,0.03,-67.47923278808594,1349899,1350000,0.03325645253062248,0.0,,,,,,
,,,,,,,,,,1350000,,,27000,0.0,21003,30.539402730000003,64,50.0
50.0,43.81788818012548,0.0003,0.002265917370095849,31.14520869836211,-1.0175397396087646,36.93505845223821,0.01,-67.8185043334961,1374899,1375000,0.030200447887182236,0.0,,,,,,
,,,,,,,,,,1375000,,,27500,0.0,21386,30.78189746,64,50.0
50.0,43.91405428008118,0.0003,0.0022214888595044613,31.354600644046442,0.7529158592224121,37.55029390275308,0.04,-67.48200988769531,1399899,1400000,0.03247412294149399,0.01,,,,,,
,,,,,,,,,,1400000,,,28000,0.0,21766,31.050805840000006,64,50.0
50.0,43.952561533016805,0.0003,0.002207488054409623,31.15027144100517,-2.4481141567230225,36.6459626755619,0.05,-67.70614624023438,1424899,1425000,0.027684437111020088,0.0,,,,,,
,,,,,,,,,,1425000,,,28500,0.0,22158,30.203158939999994,64,50.0
50.0,44.24463845321023,0.0003,0.002181227086111903,31.197635559253396,-3.5670886039733887,36.24126534065187,0.06,-68.05412292480469,1449899,1450000,0.036374546587467194,0.01,,,,,,
,,,,,,,,,,1450000,,,29000,0.0,22541,31.042767740000002,64,50.0
50.0,44.21197531552929,0.0003,0.0021686553955078125,31.47367924414575,0.4998449981212616,37.47076631905841,0.0,-68.05052185058594,1474899,1475000,0.02996586263179779,0.0,,,,,,
,,,,,,,,,,1475000,,,29500,0.0,22921,31.127741700000005,64,50.0
50.0,44.52608612610028,0.0003,0.0021367925219237804,31.709464387111368,0.6929270029067993,37.78568528281662,0.0,-68.1777114868164,1499899,1500000,0.029676731675863266,0.0,,,,,,
,,,,,,,,,,1500000,,,30000,0.0,23313,30.881041719999995,64,50.0
50.0,43.98797780212392,0.0003,0.002172294305637479,31.1017311417358,3.776712656021118,36.4309689632539,0.0,-67.79340362548828,1524899,1525000,0.03127249330282211,0.0,,,,,,
,,,,,,,,,,1525000,,,30500,0.01,23703,30.802222139999998,64,50.0
50.0,44.55296678895682,0.0003,0.0021348351147025824,31.29636781995534,0.3622395992279053,36.059537656549985,0.02,-68.4336166381836,1549899,1550000,0.025828519836068153,0.0,,,,,,
,,,,,,,,,,1550000,,,31000,0.01,24094,31.313305379999996,64,50.0
50.0,44.37531282194915,0.0003,0.002111776266247034,31.09986918868497,-1.8043677806854248,35.6488510797562,0.0,-68.64234924316406,1574899,1575000,0.027253687381744385,0.0,,,,,,
,,,,,,,,,,1575000,,,31500,0.01,24483,30.916014070000003,64,50.0
50.0,44.15800831092816,0.0003,0.0020225062035024166,31.308347184211016,-1.2993659973144531,36.8973721381309,0.02,-68.49681854248047,1599899,1600000,0.02201756462454796,0.0,,,,,,
,,,,,,,,,,1600000,,,32000,0.0,24865,31.126032869999996,64,50.0
50.0,43.84978444495685,0.0003,0.002085932530462742,31.15655293263495,-0.0010120868682861328,36.91664291219459,0.01,-68.21414184570312,1624899,1625000,0.03442572057247162,0.0,,,,,,
,,,,,,,,,,1625000,,,32500,0.0,25243,31.01939545,64,50.0
50.0,43.97624562197545,0.0003,0.002066931454464793,31.111457046968862,0.5376043319702148,36.49333696925169,0.0,-68.45037841796875,1649899,1650000,0.027487747371196747,0.0,,,,,,
,,,,,,,,,,1650000,,,33000,0.0,25617,30.84414312,64,50.0
50.0,43.90335497277638,0.0003,0.001976359635591507,31.10922779366374,-4.632535934448242,36.58020119721856,0.05,-68.94161987304688,1674899,1675000,0.02079189382493496,0.0,,,,,,
,,,,,,,,,,1675000,,,33500,0.0,25993,31.572614889999997,64,50.0
50.0,43.82207238495279,0.0003,0.0020223509054630995,31.084058856591582,0.764095664024353,36.672090732827954,0.02,-69.03014373779297,1699899,1700000,0.026812903583049774,0.0,,,,,,
,,,,,,,,,,1700000,,,34000,0.0,26376,31.46280133,64,50.0
50.0,43.888637416950424,0.0003,0.0020155746024101973,31.202247397261672,3.992459297180176,37.031714719451095,0.0,-68.11727905273438,1724899,1725000,0.031756818294525146,0.0,,,,,,
,,,,,,,,,,1725000,,,34500,0.0,26767,31.043394109999994,64,50.0
50.0,44.24452468274454,0.0003,0.001949142082594335,31.46871906593442,0.9866893291473389,37.38582694922581,0.0,-68.71299743652344,1749899,1750000,0.047290295362472534,0.0,,,,,,
,,,,,,,,,,1750000,,,35000,0.0,27157,31.770108390000004,64,50.0
50.0,44.95290658070634,0.0003,0.001918351510539651,32.215641905888916,2.1381824016571045,38.91675454110428,0.04,-68.66105651855469,1774899,1775000,0.025460664182901382,0.0,,,,,,
,,,,,,,,,,1775000,,,35500,0.0,27541,31.173816700000003,64,50.0
50.0,43.89504359280917,0.0003,0.0019444699864834547,31.254731339029966,0.017512202262878418,37.138838146375655,0.09,-68.90577697753906,1799899,1800000,0.03494766727089882,0.0,,,,,,
,,,,,,,,,,1800000,,,36000,0.0,27929,31.13976617000001,64,50.0
50.0,43.986967604719666,0.0003,0.0019293746445327997,31.509724182859063,-3.6995785236358643,38.0649614830818,0.0,-69.04966735839844,1824899,1825000,0.019497444853186607,0.0,,,,,,
,,,,,,,,,,1825000,,,36500,0.0,28310,31.43246241,64,50.0
50.0,44.259140684032126,0.0003,0.001962942536920309,31.07554213516414,3.631739854812622,35.75388715458959,0.03,-68.73965454101562,1849899,1850000,0.02342083677649498,0.0,,,,,,
,,,,,,,,,,1850000,,,37000,0.0,28680,31.35833245,64,50.0
50.0,45.03461652611904,0.0003,0.001964796567335725,32.17286880649626,0.8532441854476929,38.582242088845184,0.04,-68.98341369628906,1874899,1875000,0.024938900023698807,0.0,,,,,,
,,,,,,,,,,1875000,,,37500,0.0,29051,31.15573225,64,50.0
50.0,43.81816240248272,0.0003,0.0019702804274857044,31.371899964893238,2.1099190711975098,37.81127513670139,0.04,-69.02200317382812,1899899,1900000,0.019229643046855927,0.0,,,,,,
,,,,,,,,,,1900000,,,38000,0.0,29428,31.227867089999997,64,50.0
50.0,44.895811589661086,0.0003,0.0019060932099819183,32.22142393507762,-1.8415718078613281,38.95407261446092,0.13999999999999999,-69.1734619140625,1924899,1925000,0.021131817251443863,0.0,,,,,,
,,,,,,,,,,1925000,,,38500,0.02,29814,31.13829768999999,64,50.0
50.0,44.52136176407945,0.0003,0.0019202441908419132,31.917160925753414,-1.7813677787780762,38.615920205109504,0.01,-69.20883178710938,1949899,1950000,0.022472329437732697,0.0,,,,,,
,,,,,,,,,,1950000,,,39000,0.0,30191,31.74990682,64,50.0
50.0,43.7052516537776,0.0003,0.0019522161455824971,31.219484680932947,2.9045767784118652,37.30743539607212,0.16,-69.2025375366211,1974899,1975000,0.02104916051030159,0.01,,,,,,
,,,,,,,,,,1975000,,,39500,0.0,30578,31.393460189999995,64,50.0
50.0,43.79423344163072,0.0003,0.001909470884129405,30.940200073830784,1.6585938930511475,36.16233346051454,0.01,-69.29399108886719,1999899,2000000,0.019024057313799858,0.0,,,,,,
,,,,,,,,,,2000000,,,40000,0.0,30961,31.04014049,64,50.0
50.0,44.02877226282657,0.0003,0.0018889966886490583,31.598337271320634,-0.929192304611206,38.29580453819456,0.04,-69.16082000732422,2024899,2025000,0.021122336387634277,0.0,,,,,,
,,,,,,,,,,2025000,,,40500,0.01,31346,31.37672499,64,50.0
50.0,44.07175341952037,0.0003,0.0019479583716019988,31.045361876124517,-0.7575581073760986,36.017940783099625,0.02,-69.24176788330078,2049899,2050000,0.021189425140619278,0.0,,,,,,
,,,,,,,,,,2050000,,,41000,0.0,31723,32.26887754,64,50.0
50.0,44.46239408694166,0.0003,0.0019073260482400656,31.826450428611714,-1.9439305067062378,37.88101352191234,0.5,-69.25032806396484,2074899,2075000,0.023187484592199326,0.02,,,,,,
,,,,,,,,,,2075000,,,41500,0.0,32100,31.60596203999999,64,50.0
50.0,44.47513854211289,0.0003,0.001904043834656477,31.456459753513336,0.7201013565063477,36.87556195936274,0.0,-68.84918975830078,2099899,2100000,0.02269780822098255,0.0,,,,,,
,,,,,,,,,,2100000,,,42000,0.0,32483,31.552779909999998,64,50.0
50.0,44.562801914390185,0.0003,0.0019211216131225228,31.972997699156405,-0.5809563398361206,38.11638698603018,0.65,-69.28462219238281,2124899,2125000,0.01633581891655922,0.04,,,,,,
,,,,,,,,,,2125000,,,42500,0.0,32868,31.343377809999996,64,50.0
50.0,43.84483068951596,0.0003,0.0018564526690170169,31.151382411119993,-0.5958139896392822,36.72586825977607,0.19,-69.32858276367188,2149899,2150000,0.02172749862074852,0.01,,,,,,
,,,,,,,,,,2150000,,,43000,0.0,33248,31.65522944,64,50.0
50.0,44.040676784965314,0.0003,0.0019393638940528035,31.79347287259996,1.0473347902297974,38.47253794947087,0.62,-69.51966857910156,2174899,2175000,0.020964860916137695,0.03,,,,,,
,,,,,,,,,,2175000,,,43500,0.0,33632,31.4466179,64,50.0
50.0,44.187071322090745,0.0003,0.0018662548391148448,31.808276354297995,0.18040263652801514,38.63896276175978,0.22,-69.3392105102539,2199899,2200000,0.0215861015021801,0.01,,,,,,
,,,,,,,,,,2200000,,,44000,0.0,34019,31.9556963,64,50.0
50.0,44.03605008235032,0.0003,0.0019384949700906873,31.166134655624628,2.7288217544555664,36.55243847112103,0.04,-69.2483139038086,2224899,2225000,0.025255870074033737,0.0,,,,,,
,,,,,,,,,,2225000,,,44500,0.0,34409,31.70633111,64,50.0
50.0,44.64926079617475,0.0003,0.0018639533082023263,31.778199136431795,-1.1256746053695679,37.794274994972454,0.02,-69.60490417480469,2249899,2250000,0.019677884876728058,0.0,,,,,,
,,,,,,,,,,2250000,,,45000,0.0,34800,31.943963189999998,64,50.0
50.0,44.187822875935716,0.0003,0.0018287712009623647,31.55699523763731,4.339756488800049,37.85233515901827,0.0,-69.106689453125,2274899,2275000,0.02108977735042572,0.0,,,,,,
,,,,,,,,,,2275000,,,45500,0.0,35181,31.597393329999996,64,50.0
50.0,44.119652493179515,0.0003,0.0018796584336087108,31.26220213760622,2.4524192810058594,36.71950358674606,0.09,-69.49211120605469,2299899,2300000,0.020115356892347336,0.0,,,,,,
,,,,,,,,,,2300000,,,46000,0.01,35558,31.33875524,64,50.0
50.0,44.85956120616812,0.0003,0.0018535665003582835,32.039344742819665,-1.863371729850769,38.35825656572941,0.08,-69.69066619873047,2324899,2325000,0.022454790771007538,0.0,,,,,,
,,,,,,,,,,2325000,,,46500,0.01,35936,31.54916262,64,50.0
50.0,44.65486411929713,0.0003,0.0018069603247568011,32.24912981938571,1.544494867324829,39.35679100767868,0.33,-69.51315307617188,2349899,2350000,0.026552559807896614,0.01,,,,,,
,,,,,,,,,,2350000,,,47000,0.0,36317,31.936158419999998,64,50.0
50.0,44.101118354571206,0.0003,0.0018332100007683039,31.727945307185873,-1.765831708908081,38.41954451816439,0.29,-69.86582946777344,2374899,2375000,0.026748767122626305,0.01,,,,,,
,,,,,,,,,,2375000,,,47500,0.0,36701,32.040552209999994,64,50.0
50.0,44.32303038403876,0.0003,0.0017866770504042506,31.981212562975124,-3.1036598682403564,39.20878961626246,0.06999999999999999,-69.94712829589844,2399899,2400000,0.02032279223203659,0.0,,,,,,
,,,,,,,,,,2400000,,,48000,0.0,37087,31.639609189999998,64,50.0
50.0,44.68421999324019,0.0003,0.0017841332592070103,31.94492099381983,1.5624926090240479,38.08124398327228,0.33,-69.68709564208984,2424899,2425000,0.017557702958583832,0.01,,,,,,
,,,,,,,,,,2425000,,,48500,0.0,37465,32.10047898,64,50.0
50.0,44.68315780879782,0.0003,0.0017704362981021404,32.14234488423914,1.4290523529052734,38.95306386376817,0.25,-69.90130615234375,2449899,2450000,0.021168112754821777,0.01,,,,,,
,,,,,,,,,,2450000,,,49000,0.01,37845,32.1227307,64,50.0
50.0,43.323810050342345,0.0003,0.0018288278952240944,31.158199100762577,-1.3910460472106934,37.875176378488504,0.11,-70.07823181152344,2474899,2475000,0.024680525064468384,0.01,,,,,,
,,,,,,,,,,2475000,,,49500,0.01,38229,31.46305473,64,50.0
50.0,44.36491690934166,0.0003,0.0018209988484159112,31.989124704524876,-2.1146225929260254,39.196664956539294,0.03,-70.0625991821289,2499899,2500000,0.015501290559768677,0.0,,,,,,
,,,,,,,,,,2500000,,,50000,0.0,38611,32.113780119999994,64,50.0
50.0,43.219201095485076,0.0003,0.001825787010602653,31.0814456783887,-0.019489049911499023,37.79738042401326,0.09,-70.19742584228516,2524899,2525000,0.017865145578980446,0.0,,,,,,
,,,,,,,,,,2525000,,,50500,0.02,38998,31.440315209999998,64,50.0
50.0,44.888480929734534,0.0003,0.0018640271155163646,32.18513383425772,2.7374608516693115,38.353573504952756,0.61,-69.73151397705078,2549899,2550000,0.027206355705857277,0.02,,,,,,
,,,,,,,,,,2550000,,,51000,0.01,39379,32.19853688,64,50.0
50.0,44.50224228262073,0.0003,0.0018502408638596535,31.842106886394323,2.4321765899658203,38.36394299424639,0.0,-70.01856994628906,2574899,2575000,0.024961574003100395,0.0,,,,,,
,,,,,,,,,,2575000,,,51500,0.0,39761,31.331446530000004,64,50.0
50.0,44.10685500910752,0.0003,0.0018370103789493442,31.552948109339923,-1.224645733833313,37.60808238668151,0.38999999999999996,-69.98989868164062,2599899,2600000,0.01746407151222229,0.01,,,,,,
,,,,,,,,,,2600000,,,52000,0.01,40141,32.04625755,64,50.0
50.0,43.907726324259585,0.0003,0.0018044280586764216,31.38351747733541,-4.288273811340332,37.68861726606893,0.03,-70.45588684082031,2624899,2625000,0.02110074646770954,0.0,,,,,,
