eval/mean_reward,eval/mean_ep_length,time/total_timesteps,eval/mean_pos_reward,train/n_updates,eval/mean_quat_reward,train/actor_loss,train/ent_coef_loss,eval/mean_bonus_reward,train/learning_rate,train/critic_loss,train/ent_coef,eval/success_rate,time/fps,rollout/ep_rew_mean,rollout/success_rate,time/time_elapsed,time/episodes,rollout/ep_len_mean
31.485718462839724,50.0,2550000,39.462176606034646,2549899,43.78008749964082,-69.07228088378906,-1.164236307144165,0.0,0.0003,0.020695922896265984,0.001752507989294827,0.0,,,,,,
,,2550000,,,,,,,,,,,64,31.335473670000006,0.0,39360,51000,50.0
31.7441860794276,50.0,2575000,39.645112308093644,2574899,43.994487934550286,-69.12950134277344,0.423911452293396,0.43,0.0003,0.019749855622649193,0.0017306311056017876,0.01,,,,,,
,,2575000,,,,,,,,,,,64,31.239831929999994,0.01,39745,51500,50.0
31.938622729554773,50.0,2600000,40.51823483966604,2599899,44.03811281346668,-69.29180908203125,-0.42202043533325195,0.04,0.0003,0.020067842677235603,0.0017410023137927055,0.0,,,,,,
,,2600000,,,,,,,,,,,64,31.29732981,0.0,40129,52000,50.0
31.975662273317575,50.0,2625000,40.26839046167236,2624899,44.13552059005606,-68.97595977783203,4.346947193145752,0.33,0.0003,0.02571883425116539,0.0017156802350655198,0.01,,,,,,
,,2625000,,,,,,,,,,,64,32.0942454,0.0,40511,52500,50.0
32.55413976445794,50.0,2650000,41.31168576472302,2649899,44.89540105217517,-69.31358337402344,0.23794305324554443,0.01,0.0003,0.016001101583242416,0.0017142515862360597,0.0,,,,,,
,,2650000,,,,,,,,,,,64,31.556321340000007,0.0,40896,53000,50.0
31.915059771183877,50.0,2675000,40.19614380874461,2674899,44.23717671094992,-69.45886993408203,-3.063537120819092,0.0,0.0003,0.0164744071662426,0.001707614865154028,0.0,,,,,,
,,2675000,,,,,,,,,,,64,31.532211550000003,0.0,41283,53500,50.0
31.88905085207196,50.0,2700000,40.93052392499905,2699899,43.62459914056178,-69.4960708618164,-0.11447334289550781,0.05,0.0003,0.01882559433579445,0.0016620857641100883,0.0,,,,,,
,,2700000,,,,,,,,,,,64,31.6799747,0.0,41673,54000,50.0
32.07295389905572,50.0,2725000,40.838353479678304,2724899,44.09364213097215,-69.31775665283203,0.9505213499069214,0.08,0.0003,0.01935434527695179,0.0017484999261796474,0.0,,,,,,
,,2725000,,,,,,,,,,,64,31.43017055,0.01,42056,54500,50.0
31.631914630411192,50.0,2750000,40.50001156822798,2749899,43.10436806906047,-69.35487365722656,3.2631773948669434,0.47000000000000003,0.0003,0.018311623483896255,0.0017661588499322534,0.03,,,,,,
,,2750000,,,,,,,,,,,64,32.0022261,0.0,42446,55000,50.0
31.801286775544284,50.0,2775000,40.566510336114995,2774899,43.701148075331744,-69.33787536621094,0.8851583003997803,0.02,0.0003,0.022200442850589752,0.0017124500591307878,0.0,,,,,,
,,2775000,,,,,,,,,,,64,31.73369611,0.01,42833,55500,50.0
31.869782712049783,50.0,2800000,40.90939084311799,2799899,43.44708130416607,-69.28498840332031,-5.41400146484375,0.31,0.0003,0.024966511875391006,0.0017628370551392436,0.01,,,,,,
,,2800000,,,,,,,,,,,64,31.785922179999996,0.0,43227,56000,50.0
31.674116876074912,50.0,2825000,39.87165755488145,2824899,43.90108319765023,-69.7074203491211,0.10453987121582031,0.03,0.0003,0.018135014921426773,0.0017067029839381576,0.0,,,,,,
,,2825000,,,,,,,,,,,64,32.01283974,0.0,43616,56500,50.0
31.624408616004512,50.0,2850000,40.446851838997624,2849899,43.09661123577994,-69.36912536621094,-0.31102049350738525,0.52,0.0003,0.017002735286951065,0.0017119006952270865,0.01,,,,,,
,,2850000,,,,,,,,,,,64,31.306507979999996,0.0,44002,57000,50.0
31.89108212473104,50.0,2875000,40.41862428151387,2874899,43.97202752531978,-69.68428039550781,0.53505939245224,0.09,0.0003,0.016629226505756378,0.0017591239884495735,0.0,,,,,,
,,2875000,,,,,,,,,,,64,31.773479789999996,0.0,44387,57500,50.0
31.639335154667496,50.0,2900000,40.30549466473759,2899899,43.403126992203745,-69.26416778564453,2.1526684761047363,0.22,0.0003,0.013988856226205826,0.0017462976975366473,0.0,,,,,,
,,2900000,,,,,,,,,,,64,31.607510949999995,0.01,44772,58000,50.0
31.600652256533504,50.0,2925000,41.06940576798002,2924899,42.77477247774561,-69.46638488769531,-2.479745388031006,0.21,0.0003,0.01689714565873146,0.0017600217834115028,0.01,,,,,,
,,2925000,,,,,,,,,,,64,31.62571771,0.0,45157,58500,50.0
32.532960615083574,50.0,2950000,41.29127080732092,2949899,44.41585939327482,-69.3940658569336,-1.7696819305419922,0.79,0.0003,0.021157151088118553,0.001700571388937533,0.03,,,,,,
,,2950000,,,,,,,,,,,64,32.38038935,0.01,45543,59000,50.0
31.947198830768468,50.0,2975000,40.80907334268829,2974899,43.855687756086766,-69.34092712402344,1.2879586219787598,0.03,0.0003,0.023160237818956375,0.0017137530958279967,0.0,,,,,,
,,2975000,,,,,,,,,,,64,31.792265199999996,0.01,45938,59500,50.0
32.4319801607728,50.0,3000000,41.542772389254004,2999899,44.445402926085826,-69.35270690917969,4.167707920074463,0.02,0.0003,0.020370926707983017,0.001707038376480341,0.0,,,,,,
,,3000000,,,,,,,,,,,64,32.07287569,0.0,46325,60000,50.0
31.851890588328242,50.0,3025000,40.46398085597154,3024899,43.867192184729575,-69.41372680664062,3.0590286254882812,0.06,0.0003,0.022195983678102493,0.0016965322429314256,0.0,,,,,,
,,3025000,,,,,,,,,,,64,32.02431028,0.0,46713,60500,50.0
32.15807287918229,50.0,3050000,41.080038103690114,3049899,43.9555679233421,-69.73150634765625,-2.4058446884155273,0.36,0.0003,0.017908848822116852,0.0017245589988306165,0.01,,,,,,
,,3050000,,,,,,,,,,,64,31.975118889999997,0.01,47103,61000,50.0
31.621572883799672,50.0,3075000,39.905634467057624,3074899,43.74528479846198,-69.66204071044922,0.007507443428039551,0.05,0.0003,0.018110904842615128,0.0017298110760748386,0.0,,,,,,
,,3075000,,,,,,,,,,,64,31.926128700000007,0.0,47485,61500,50.0
32.629459434747695,50.0,3100000,41.918386793235015,3099899,44.54277387563749,-69.70463562011719,0.12607240676879883,0.16999999999999998,0.0003,0.015745511278510094,0.0017500128597021103,0.0,,,,,,
,,3100000,,,,,,,,,,,64,31.71005269,0.01,47869,62000,50.0
31.638537214123645,50.0,3125000,40.16207810370787,3124899,43.612314991136955,-69.8713150024414,0.2188718318939209,0.03,0.0003,0.016605302691459656,0.0017228452488780022,0.0,,,,,,
,,3125000,,,,,,,,,,,64,31.80342373,0.01,48251,62500,50.0
31.47535709924996,50.0,3150000,40.26887619825178,3149899,43.145904645313564,-70.17103576660156,-4.3010172843933105,0.06,0.0003,0.01526446919888258,0.0017724568024277687,0.0,,,,,,
,,3150000,,,,,,,,,,,64,31.736802060000006,0.01,48633,63000,50.0
32.25246333645133,50.0,3175000,40.85814442624828,3174899,44.152670195577706,-70.09620666503906,-2.8599390983581543,0.67,0.0003,0.018126558512449265,0.0017297911690548062,0.02,,,,,,
,,3175000,,,,,,,,,,,64,31.842091260000004,0.0,49007,63500,50.0
32.26024658109993,50.0,3200000,41.49472980856382,3199899,43.841470912692266,-69.77113342285156,0.28685861825942993,0.44999999999999996,0.0003,0.01978655718266964,0.0016691312193870544,0.01,,,,,,
,,3200000,,,,,,,,,,,64,32.16476702,0.02,49376,64000,50.0
31.677558303633706,50.0,3225000,40.050029297486226,3224899,43.49582666894961,-69.85193634033203,1.9825255870819092,0.53,0.0003,0.016173016279935837,0.001695025828666985,0.02,,,,,,
,,3225000,,,,,,,,,,,64,31.534946859999994,0.0,49758,64500,50.0
31.67443233724218,50.0,3250000,39.47820323511454,3249899,43.59427159298582,-69.83999633789062,-0.0930168628692627,1.06,0.0003,0.019180778414011,0.0016942305956035852,0.03,,,,,,
,,3250000,,,,,,,,,,,64,31.885336949999996,0.0,50139,65000,50.0
32.110457281544804,50.0,3275000,40.677650159881445,3274899,44.25415228853095,-70.04803466796875,-0.6045169830322266,0.15,0.0003,0.018496138975024223,0.0017297606682404876,0.0,,,,,,
,,3275000,,,,,,,,,,,64,31.636286610000006,0.01,50524,65500,50.0
32.45270875558257,50.0,3300000,41.558173771685105,3299899,44.07606727439601,-69.75811767578125,2.5156383514404297,0.73,0.0003,0.017467550933361053,0.00166569952853024,0.03,,,,,,
,,3300000,,,,,,,,,,,64,31.87718055,0.0,50895,66000,50.0
31.91804768010974,50.0,3325000,40.847116248774554,3324899,43.74474025770149,-69.81307983398438,-2.649350166320801,0.06,0.0003,0.019711676985025406,0.0017256858991459012,0.0,,,,,,
,,3325000,,,,,,,,,,,64,32.082442889999996,0.0,51267,66500,50.0
31.767028244957327,50.0,3350000,40.98023409762677,3349899,43.33875446534299,-70.0494155883789,-4.679520606994629,0.0,0.0003,0.01908624917268753,0.0017449408769607544,0.0,,,,,,
,,3350000,,,,,,,,,,,64,31.982790710000003,0.0,51638,67000,50.0
32.53689654506743,50.0,3375000,41.73912741871443,3374899,44.32781536748958,-69.68726348876953,1.89222252368927,0.4,0.0003,0.027896396815776825,0.001723868423141539,0.0,,,,,,
,,3375000,,,,,,,,,,,64,31.87020286,0.0,52025,67500,50.0
32.24739432152361,50.0,3400000,41.12562959175283,3399899,44.087165869524384,-69.73735809326172,-1.2619209289550781,0.43,0.0003,0.015321018174290657,0.0017277814913541079,0.02,,,,,,
,,3400000,,,,,,,,,,,64,31.701825829999997,0.01,52417,68000,50.0
31.88106731247157,50.0,3425000,40.07498683857948,3424899,44.06887753083868,-69.6714859008789,0.9442456960678101,0.31,0.0003,0.026839129626750946,0.0017066444270312786,0.01,,,,,,
,,3425000,,,,,,,,,,,64,31.647417569999998,0.0,52811,68500,50.0
32.45372710667551,50.0,3450000,41.201035730711496,3449899,44.52777928179424,-69.74798583984375,-0.4989991784095764,0.38999999999999996,0.0003,0.024329986423254013,0.0017171230865642428,0.01,,,,,,
,,3450000,,,,,,,,,,,64,31.801285980000003,0.0,53192,69000,50.0
32.0965863122046,50.0,3475000,41.2580737970735,3474899,43.613573109858706,-69.65533447265625,0.9970479011535645,0.49,0.0003,0.020819198340177536,0.001767474808730185,0.02,,,,,,
,,3475000,,,,,,,,,,,64,31.122257799999996,0.0,53563,69500,50.0
31.957030219137668,50.0,3500000,40.415205806932875,3499899,44.09092204879816,-69.97157287597656,-0.19960665702819824,0.15,0.0003,0.026136642321944237,0.0017336821183562279,0.01,,,,,,
,,3500000,,,,,,,,,,,64,31.272801889999997,0.01,53934,70000,50.0
32.49750312648714,50.0,3525000,41.13476736748337,3524899,44.258030456822475,-69.87350463867188,0.5831599235534668,1.1199999999999999,0.0003,0.01851838082075119,0.001729868701659143,0.04,,,,,,
,,3525000,,,,,,,,,,,64,31.17396428,0.0,54318,70500,50.0
32.301437784135345,50.0,3550000,41.125963028061925,3549899,44.38759854989821,-69.86669921875,3.0979537963867188,0.12,0.0003,0.018576636910438538,0.001742193941026926,0.01,,,,,,
,,3550000,,,,,,,,,,,64,32.18150443,0.0,54702,71000,50.0
31.753449785113336,50.0,3575000,40.59643624365223,3574899,43.4847164799444,-69.66072845458984,2.098597288131714,0.16999999999999998,0.0003,0.018878063187003136,0.0017609543865546584,0.01,,,,,,
,,3575000,,,,,,,,,,,64,32.00833288,0.0,55094,71500,50.0
32.44175217829645,50.0,3600000,41.26672561982474,3599899,44.49348667460965,-69.86865234375,1.34839928150177,0.32,0.0003,0.019647929817438126,0.0017519390676170588,0.01,,,,,,
,,3600000,,,,,,,,,,,64,32.014256280000005,0.0,55482,72000,50.0
31.154257744243367,50.0,3625000,39.91182419377691,3624899,42.541286095512625,-69.55636596679688,2.581218719482422,0.27999999999999997,0.0003,0.02650226280093193,0.001820894656702876,0.01,,,,,,
,,3625000,,,,,,,,,,,64,31.559223949999996,0.01,55860,72500,50.0
32.04254495717585,50.0,3650000,41.334025090096766,3649899,43.67008487558507,-69.9281234741211,-0.40138402581214905,0.08,0.0003,0.023851731792092323,0.0017510763136669993,0.0,,,,,,
,,3650000,,,,,,,,,,,64,31.852601590000003,0.0,56247,73000,50.0
31.685889554272872,50.0,3675000,39.50621080331284,3674899,44.149025560480545,-69.33787536621094,6.15777063369751,0.1,0.0003,0.020333919674158096,0.0017666600178927183,0.0,,,,,,
,,3675000,,,,,,,,,,,64,31.964620970000002,0.0,56636,73500,50.0
32.27478928007186,50.0,3700000,41.68106216298843,3699899,43.93590250734347,-69.81658935546875,-0.23275595903396606,0.11,0.0003,0.020477797836065292,0.0017952510388568044,0.0,,,,,,
,,3700000,,,,,,,,,,,64,32.27387649,0.0,57027,74000,50.0
32.471017981078475,50.0,3725000,41.093054823980985,3724899,44.53585910138183,-69.87156677246094,-0.07380127906799316,0.58,0.0003,0.01741008087992668,0.0016904418589547276,0.02,,,,,,
,,3725000,,,,,,,,,,,64,32.30406163,0.01,57415,74500,50.0
32.336989024803046,50.0,3750000,40.08711301403954,3749899,45.02232276156617,-69.58650207519531,-0.4007297158241272,0.44999999999999996,0.0003,0.018709935247898102,0.0016785478219389915,0.02,,,,,,
,,3750000,,,,,,,,,,,64,32.19488906,0.0,57807,75000,50.0
32.69301508884877,50.0,3775000,41.70358831028394,3774899,44.6014714137841,-69.72151184082031,3.024312973022461,0.59,0.0003,0.017391279339790344,0.001767261535860598,0.02,,,,,,
,,3775000,,,,,,,,,,,64,31.723843730000002,0.0,58197,75500,50.0
31.62300617106259,50.0,3800000,40.59157415744493,3799899,43.27574681732052,-69.80229949951172,0.7976858615875244,0.02,0.0003,0.016243353486061096,0.001740415464155376,0.0,,,,,,
,,3800000,,,,,,,,,,,64,31.215469549999998,0.0,58575,76000,50.0
32.15424606002867,50.0,3825000,40.44010017688484,3824899,44.57534799121326,-69.94151306152344,6.034668922424316,0.06,0.0003,0.018586572259664536,0.0017806664109230042,0.0,,,,,,
,,3825000,,,,,,,,,,,64,31.878410340000002,0.0,58950,76500,50.0
32.21103468168527,50.0,3850000,41.07469229184446,3849899,43.766156199847636,-69.77052307128906,1.8062714338302612,0.91,0.0003,0.03141846880316734,0.0017455234192311764,0.03,,,,,,
,,3850000,,,,,,,,,,,64,31.640227760000002,0.0,59326,77000,50.0
31.654745840858666,50.0,3875000,40.70898508548322,3874899,43.270144020571806,-69.53821563720703,1.785313367843628,0.01,0.0003,0.020645631477236748,0.0017461393726989627,0.0,,,,,,
,,3875000,,,,,,,,,,,64,32.08841713,0.03,59698,77500,50.0
31.96648850530386,50.0,3900000,40.77487989764097,3899899,43.878488092962854,-69.76758575439453,3.09529447555542,0.11,0.0003,0.018755294382572174,0.0017759822076186538,0.01,,,,,,
,,3900000,,,,,,,,,,,64,31.607686200000003,0.0,60072,78000,50.0
31.705806533957364,50.0,3925000,39.85917730875732,3924899,43.71385968777104,-69.95858001708984,4.139819145202637,0.5,0.0003,0.020010147243738174,0.0018184668151661754,0.01,,,,,,
,,3925000,,,,,,,,,,,64,31.518535389999997,0.0,60462,78500,50.0
32.10648387398571,50.0,3950000,41.233251236147204,3949899,43.819640781911424,-70.01423645019531,-1.6733753681182861,0.2,0.0003,0.019744832068681717,0.001767741166986525,0.01,,,,,,
,,3950000,,,,,,,,,,,64,31.61335014000001,0.01,60840,79000,50.0
32.108591859564186,50.0,3975000,40.8376335598669,3974899,44.19847172313977,-69.95274353027344,-2.4910831451416016,0.04,0.0003,0.01917504519224167,0.001832751207984984,0.0,,,,,,
,,3975000,,,,,,,,,,,64,32.01747459,0.0,61226,79500,50.0
31.629444133341313,50.0,4000000,41.03359699092891,3999899,42.986160204937384,-69.89741516113281,0.2631113827228546,0.0,0.0003,0.019517920911312103,0.0017727948725223541,0.0,,,,,,
,,4000000,,,,,,,,,,,64,32.15221762,0.0,61616,80000,50.0
31.97170295640826,50.0,4025000,40.71579031669781,4024899,43.886899354909765,-70.05604553222656,0.08877134323120117,0.19,0.0003,0.020550768822431564,0.0018083680188283324,0.01,,,,,,
,,4025000,,,,,,,,,,,64,31.96638962,0.0,62009,80500,50.0
31.427953045740722,50.0,4050000,40.03613300995617,4049899,42.855226258377286,-70.48356628417969,-5.016812324523926,0.67,0.0003,0.024256307631731033,0.0018566359067335725,0.02,,,,,,
,,4050000,,,,,,,,,,,64,31.134565900000002,0.0,62401,81000,50.0
31.825684143902034,50.0,4075000,40.499539540794814,4074899,43.67903546021055,-69.97171020507812,3.562471389770508,0.24,0.0003,0.03083537146449089,0.0018267318373546004,0.01,,,,,,
,,4075000,,,,,,,,,,,64,30.77849422,0.0,62795,81500,50.0
32.29662413559854,50.0,4100000,40.830649626872855,4099899,44.461819794831754,-69.45987701416016,-0.77079176902771,0.33999999999999997,0.0003,0.023666920140385628,0.0018295352347195148,0.01,,,,,,
,,4100000,,,,,,,,,,,64,31.41261217,0.01,63183,82000,50.0
32.269806963801386,50.0,4125000,41.90529671652223,4124899,43.71291822277037,-69.90270233154297,2.812354564666748,0.2,0.0003,0.026601601392030716,0.0018079964211210608,0.01,,,,,,
,,4125000,,,,,,,,,,,64,32.09332185,0.01,63570,82500,50.0
31.614761327649468,50.0,4150000,40.5405593765104,4149899,43.299054857077415,-69.80281829833984,0.9855624437332153,0.01,0.0003,0.026853635907173157,0.0018177222227677703,0.0,,,,,,
,,4150000,,,,,,,,,,,64,32.02339168,0.01,63958,83000,50.0
32.15454596012831,50.0,4175000,41.46393430666018,4174899,43.75900907526519,-70.06512451171875,1.0646166801452637,0.21,0.0003,0.01932317577302456,0.001813307055272162,0.0,,,,,,
,,4175000,,,,,,,,,,,64,30.92633825,0.0,64350,83500,50.0
31.763815199434756,50.0,4200000,41.27877059418611,4199899,43.112455727241326,-70.00697326660156,-2.9373199939727783,0.01,0.0003,0.0243523046374321,0.00176767457742244,0.0,,,,,,
,,4200000,,,,,,,,,,,64,31.971784910000007,0.0,64737,84000,50.0
31.41086749091279,50.0,4225000,39.18130361014494,4224899,43.56390877404074,-70.15703582763672,-1.4525511264801025,0.43,0.0003,0.025135014206171036,0.0018479537684470415,0.01,,,,,,
,,4225000,,,,,,,,,,,64,31.981483329999996,0.0,65125,84500,50.0
32.203663020431996,50.0,4250000,41.69951258784824,4249899,43.674435047667046,-69.7853775024414,1.0860204696655273,0.26,0.0003,0.028329163789749146,0.001826197956688702,0.01,,,,,,
,,4250000,,,,,,,,,,,64,31.383641669999996,0.0,65509,85000,50.0
32.16480482095852,50.0,4275000,41.36104831781506,4274899,43.81594794791697,-70.26405334472656,-3.9263715744018555,0.27999999999999997,0.0003,0.01969311386346817,0.0018357598455622792,0.01,,,,,,
,,4275000,,,,,,,,,,,64,32.32791241,0.01,65900,85500,50.0
32.101788068343886,50.0,4300000,41.210035277160735,4299899,43.894061799668584,-70.01918029785156,-0.40624797344207764,0.08,0.0003,0.025198539718985558,0.0018408483592793345,0.0,,,,,,
