train/ent_coef_loss,eval/mean_ep_length,eval/mean_quat_reward,train/ent_coef,train/n_updates,eval/mean_bonus_reward,eval/mean_reward,train/learning_rate,eval/mean_pos_reward,train/critic_loss,eval/success_rate,time/total_timesteps,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/episodes,rollout/ep_len_mean,rollout/success_rate
0.9461668729782104,50.0,45.93100817924392,0.0021163085475564003,1599899,11.12,38.22381045281887,0.0003,47.9221168209529,0.007076558656990528,0.29,1600000,-74.56190490722656,,,,,,
,,,,,,,,,,,1600000,,37.02219462,39146,40,32000,50.0,0.14
-2.3815438747406006,50.0,46.534283289805025,0.0021212752908468246,1624899,13.74,38.960174675583836,0.0003,47.78320769838588,0.007696723099797964,0.35,1625000,-74.5479965209961,,,,,,
,,,,,,,,,,,1625000,,36.049292099999995,39754,40,32500,50.0,0.06
2.0262415409088135,50.0,46.03260678698399,0.002278141211718321,1649899,12.36,38.55497123897076,0.0003,47.91363912985554,0.008746355772018433,0.31,1650000,-74.67491149902344,,,,,,
,,,,,,,,,,,1650000,,36.93752311,40363,40,33000,50.0,0.19
0.33086463809013367,50.0,46.98531277228097,0.002256788546219468,1674899,16.21,39.8123170094192,0.0003,48.026977593941425,0.009287634864449501,0.42,1675000,-74.7855453491211,,,,,,
,,,,,,,,,,,1675000,,36.709937880000005,40963,40,33500,50.0,0.11
1.15993332862854,50.0,46.245815526276914,0.0024554256815463305,1699899,18.85,40.298872367739676,0.0003,48.04983694309842,0.010684765875339508,0.49,1700000,-74.88189697265625,,,,,,
,,,,,,,,,,,1700000,,37.22761017,41571,40,34000,50.0,0.23
-0.14206597208976746,50.0,46.31955563645267,0.002456692745909095,1724899,11.0,38.19143102005124,0.0003,47.723084232530994,0.009220985695719719,0.3,1725000,-74.79147338867188,,,,,,
,,,,,,,,,,,1725000,,37.27260684000001,42180,40,34500,50.0,0.24
0.013689756393432617,50.0,46.17048306410785,0.00253975298255682,1749899,13.3,38.79005279794335,0.0003,47.844864079876935,0.011909117922186852,0.34,1750000,-74.76535034179688,,,,,,
,,,,,,,,,,,1750000,,37.610065029999994,42782,40,35000,50.0,0.22
