train/ent_coef,time/fps,time/episodes,train/ent_coef_loss,rollout/ep_len_mean,rollout/success_rate,train/n_updates,train/critic_loss,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/learning_rate
0.0013787212083116174,64,740,3.516557216644287,50.0,0.550000011920929,36899,0.002915003802627325,-4.687829971313477,-2.7511268399999995,570,37000,0.0003
0.001249410561285913,64,760,3.1957590579986572,50.0,0.6000000238418579,37899,0.0026647092308849096,-4.204700469970703,-2.6066646299999996,585,38000,0.0003
0.001188308116979897,64,780,-0.6136252880096436,50.0,0.6399999856948853,38899,0.0024833858478814363,-3.829986572265625,-2.5110001299999998,601,39000,0.0003
0.0011939828982576728,64,800,-1.7879533767700195,50.0,0.699999988079071,39899,0.002582222456112504,-3.5041584968566895,-2.3287784,616,40000,0.0003
0.0011576628312468529,64,820,-2.468226432800293,50.0,0.7900000214576721,40899,0.0018763027619570494,-3.0488691329956055,-2.11732319,632,41000,0.0003
0.0011168967466801405,64,840,-2.9130473136901855,50.0,0.800000011920929,41899,0.0021115329582244158,-2.7100038528442383,-2.02866317,647,42000,0.0003
0.0010987046407535672,64,860,1.2358143329620361,50.0,0.7699999809265137,42899,0.0025202250108122826,-2.377223014831543,-2.01094018,663,43000,0.0003
0.0011228369548916817,64,880,0.7061643600463867,50.0,0.7799999713897705,43899,0.0018409175099804997,-2.1287786960601807,-1.9300829599999998,678,44000,0.0003
0.0010848764795809984,65,900,-3.304314613342285,50.0,0.8299999833106995,44899,0.0019327240297570825,-1.9191277027130127,-1.86997525,692,45000,0.0003
0.001051130355335772,65,920,-3.4269204139709473,50.0,0.8100000023841858,45899,0.0016788529464975,-1.6392734050750732,-1.9020521800000003,706,46000,0.0003
0.0010466165840625763,65,940,-2.237025737762451,50.0,0.7799999713897705,46899,0.0017039994709193707,-1.3197779655456543,-1.9386404799999999,721,47000,0.0003
0.0009894034592434764,65,960,-1.7846405506134033,50.0,0.8199999928474426,47899,0.0026257990393787622,-1.1293838024139404,-1.91612727,735,48000,0.0003
0.000971206754911691,65,980,-5.374910831451416,50.0,0.8399999737739563,48899,0.0017625543987378478,-0.9178050756454468,-1.9174929,749,49000,0.0003
0.0009270355803892016,65,1000,1.3216922283172607,50.0,0.8600000143051147,49899,0.0018445644527673721,-0.6624881029129028,-1.92850525,764,50000,0.0003
0.0009102220647037029,65,1020,3.7557270526885986,50.0,0.8999999761581421,50899,0.0017735217697918415,-0.4325748085975647,-1.9051060999999998,779,51000,0.0003
0.0009272689931094646,65,1040,0.11927008628845215,50.0,0.8799999952316284,51899,0.001848537940531969,-0.31199362874031067,-1.87231246,793,52000,0.0003
0.0009172355057671666,65,1060,-0.10479295253753662,50.0,0.8700000047683716,52899,0.0018011096399277449,-0.10742715001106262,-1.8992197000000002,806,53000,0.0003
0.000905577267985791,65,1080,-0.2949140667915344,50.0,0.8600000143051147,53899,0.001704075955785811,-0.006609726697206497,-1.8838774099999998,820,54000,0.0003
0.0009238733327947557,65,1100,1.7615089416503906,50.0,0.8600000143051147,54899,0.0016116739716380835,0.19848668575286865,-1.8514486300000002,833,55000,0.0003
0.0009155108127743006,66,1120,-1.013010025024414,50.0,0.8299999833106995,55899,0.0014996463432908058,0.3321337103843689,-1.8244165099999998,847,56000,0.0003
0.0008772971341386437,66,1140,-3.6087214946746826,50.0,0.8799999952316284,56899,0.0014515933580696583,0.4584643244743347,-1.7954383700000003,861,57000,0.0003
0.0008660837775096297,66,1160,-0.44963204860687256,50.0,0.9200000166893005,57899,0.0020799837075173855,0.5609349012374878,-1.7126591100000002,875,58000,0.0003
0.0008314475417137146,66,1180,4.7527875900268555,50.0,0.9300000071525574,58899,0.0013493006117641926,0.6441971659660339,-1.66611738,888,59000,0.0003
0.0008151050424203277,66,1200,0.5110208988189697,50.0,0.9300000071525574,59899,0.0014184167375788093,0.7528287172317505,-1.65985539,902,60000,0.0003
0.0007953704916872084,66,1220,-1.8422064781188965,50.0,0.949999988079071,60899,0.001173254568129778,0.7826579809188843,-1.61609425,916,61000,0.0003
0.0007577177020721138,66,1240,0.9751065969467163,50.0,0.9599999785423279,61899,0.0015892032533884048,0.8924493789672852,-1.58296047,930,62000,0.0003
0.0007465439848601818,66,1260,-4.4151082038879395,50.0,0.9300000071525574,62899,0.001287778140977025,0.9670931100845337,-1.59989432,945,63000,0.0003
0.0007186673465184867,66,1280,1.389418125152588,50.0,0.9200000166893005,63899,0.0010794170666486025,1.1120331287384033,-1.6237627000000003,959,64000,0.0003
0.0007155348430387676,66,1300,0.9974353313446045,50.0,0.9300000071525574,64899,0.0011172022204846144,1.1602163314819336,-1.60542617,975,65000,0.0003
0.0007099499343894422,66,1320,-0.3872159719467163,50.0,0.9399999976158142,65899,0.0012937167193740606,1.2324702739715576,-1.5887994500000002,989,66000,0.0003
0.0007246494060382247,66,1340,-0.5621547698974609,50.0,0.9399999976158142,66899,0.0013173376210033894,1.277443289756775,-1.5514887199999998,1002,67000,0.0003
0.0007306247716769576,66,1360,-3.1002933979034424,50.0,0.9700000286102295,67899,0.0013006008230149746,1.3338674306869507,-1.4712921499999996,1016,68000,0.0003
0.0007223734282888472,66,1380,-0.3603067398071289,50.0,0.9900000095367432,68899,0.001197840552777052,1.3931198120117188,-1.39585956,1030,69000,0.0003
0.0007159187807701528,67,1400,-0.29837000370025635,50.0,0.9900000095367432,69899,0.0014871687162667513,1.4549224376678467,-1.3570638499999998,1044,70000,0.0003
0.0007227600435726345,67,1420,-1.6309661865234375,50.0,1.0,70899,0.001235790317878127,1.4644502401351929,-1.3452412599999999,1058,71000,0.0003
0.0007195828948169947,67,1440,-0.8154878616333008,50.0,1.0,71899,0.0009997840970754623,1.5947035551071167,-1.37479219,1071,72000,0.0003
0.0007132208556868136,67,1460,-1.5709357261657715,50.0,1.0,72899,0.0012605192605406046,1.5598613023757935,-1.4009270399999998,1085,73000,0.0003
0.0007210034527815878,67,1480,0.699050784111023,50.0,1.0,73899,0.0012831146595999599,1.5567830801010132,-1.41225982,1099,74000,0.0003
0.0007047445978969336,67,1500,2.2070839405059814,50.0,0.9900000095367432,74899,0.0011356202885508537,1.6145390272140503,-1.4312172200000004,1112,75000,0.0003
0.0006857381667941809,67,1520,3.8796377182006836,50.0,0.9900000095367432,75899,0.0009705750271677971,1.6434780359268188,-1.4381797500000004,1126,76000,0.0003
0.000690674758516252,67,1540,-7.989533424377441,50.0,0.9900000095367432,76899,0.0011025171261280775,1.6258630752563477,-1.4251018400000002,1142,77000,0.0003
0.0006638300255872309,67,1560,1.9028065204620361,50.0,0.9800000190734863,77899,0.0008490707841701806,1.684007167816162,-1.4523269599999997,1157,78000,0.0003
0.0006861483561806381,67,1580,-2.309515953063965,50.0,0.9800000190734863,78899,0.0009361398406326771,1.677475929260254,-1.42727518,1171,79000,0.0003
0.0006572369020432234,67,1600,-5.641463279724121,50.0,0.9900000095367432,79899,0.000863892026245594,1.6694350242614746,-1.4192488999999997,1186,80000,0.0003
0.000660272256936878,67,1620,2.259472608566284,50.0,0.9900000095367432,80899,0.000963517464697361,1.7367711067199707,-1.36393963,1202,81000,0.0003
0.0006556761800311506,67,1640,-0.9439245462417603,50.0,0.9900000095367432,81899,0.0011239751474931836,1.721634864807129,-1.3166647500000002,1218,82000,0.0003
0.0006326552829705179,67,1660,5.062536716461182,50.0,0.9900000095367432,82899,0.001263552694581449,1.8467881679534912,-1.2735894800000003,1232,83000,0.0003
0.0006134010618552566,67,1680,-0.5304908156394958,50.0,0.9900000095367432,83899,0.0012678960338234901,1.783341646194458,-1.2898734000000003,1245,84000,0.0003
0.0006098659941926599,67,1700,-0.7688308954238892,50.0,0.9900000095367432,84899,0.0006493857363238931,1.752777338027954,-1.24227366,1260,85000,0.0003
0.0005949399201199412,67,1720,0.9946639537811279,50.0,0.9800000190734863,85899,0.0007688321056775749,1.8057383298873901,-1.2662150399999998,1275,86000,0.0003
0.000576733669731766,67,1740,1.0949243307113647,50.0,0.9599999785423279,86899,0.0009037467534653842,1.8189561367034912,-1.3016920799999996,1291,87000,0.0003
0.0005831668386235833,67,1760,-2.115358352661133,50.0,0.9700000286102295,87899,0.0009859591955319047,1.821595311164856,-1.2818278300000001,1307,88000,0.0003
0.0005847414722666144,67,1780,1.7109358310699463,50.0,0.9700000286102295,88899,0.0007508589187636971,1.8501360416412354,-1.2667128099999998,1322,89000,0.0003
0.0005678588640876114,67,1800,3.742973566055298,50.0,0.9700000286102295,89899,0.001041185692884028,1.887610912322998,-1.28801866,1337,90000,0.0003
0.0005655180430039763,67,1820,-4.130275249481201,50.0,0.9700000286102295,90899,0.0008090462069958448,1.8812313079833984,-1.3131768,1353,91000,0.0003
0.0005574416718445718,67,1840,-4.037375450134277,50.0,0.9900000095367432,91899,0.0011064275167882442,1.8912781476974487,-1.3063567399999996,1368,92000,0.0003
0.000543384172488004,67,1860,4.374922752380371,50.0,0.9800000190734863,92899,0.0009285323321819305,1.8879739046096802,-1.30768489,1384,93000,0.0003
0.0005204264307394624,67,1880,0.18490815162658691,50.0,0.9800000190734863,93899,0.0009741114918142557,1.8985666036605835,-1.3190196799999998,1399,94000,0.0003
0.0005321354838088155,67,1900,2.187469005584717,50.0,0.9800000190734863,94899,0.0007230927003547549,1.8822672367095947,-1.3111332599999996,1415,95000,0.0003
0.0005205199704505503,67,1920,2.005420684814453,50.0,0.9900000095367432,95899,0.0008780930074863136,1.9290509223937988,-1.33215121,1430,96000,0.0003
0.0005153059610165656,67,1940,-2.639968156814575,50.0,0.9900000095367432,96899,0.0009221393265761435,1.933750867843628,-1.2940478199999998,1445,97000,0.0003
0.0005216330755501986,67,1960,-2.912930488586426,50.0,1.0,97899,0.0006893117679283023,1.8956247568130493,-1.2639612100000002,1461,98000,0.0003
0.0004993440234102309,67,1980,1.623073697090149,50.0,1.0,98899,0.0007829512469470501,1.9117252826690674,-1.25801454,1476,99000,0.0003
0.0005015025963075459,67,2000,1.5181870460510254,50.0,1.0,99899,0.0006497183348983526,1.911961555480957,-1.2402739999999999,1492,100000,0.0003
0.0005078355316072702,66,2020,0.8034693002700806,50.0,1.0,100899,0.0011101718991994858,1.9273834228515625,-1.2039164299999998,1507,101000,0.0003
0.000509711098857224,66,2040,3.4988484382629395,50.0,0.9900000095367432,101899,0.0005853717448189855,1.9552584886550903,-1.2315443199999998,1522,102000,0.0003
0.0005124290473759174,67,2060,-4.419419288635254,50.0,0.9900000095367432,102899,0.0006164359510876238,1.8852264881134033,-1.2196403500000002,1537,103000,0.0003
0.0005124282906763256,67,2080,-3.909013271331787,50.0,0.9900000095367432,103899,0.0005344434175640345,1.9249591827392578,-1.18010904,1552,104000,0.0003
0.0005039714742451906,66,2100,-3.9076638221740723,50.0,0.9900000095367432,104899,0.0004600674146786332,1.88908052444458,-1.19341213,1567,105000,0.0003
0.00049528235103935,66,2120,0.02636253833770752,50.0,0.9900000095367432,105899,0.0007134597981348634,1.9642765522003174,-1.12434461,1583,106000,0.0003
0.0005009528249502182,66,2140,-5.688968658447266,50.0,1.0,106899,0.000641006394289434,1.9484575986862183,-1.0846677300000003,1597,107000,0.0003
0.0004852545680478215,66,2160,3.5882158279418945,50.0,1.0,107899,0.0005747678223997355,1.9410066604614258,-1.06972941,1612,108000,0.0003
0.0004712221270892769,66,2180,-3.6745123863220215,50.0,0.9900000095367432,108899,0.0005338541814126074,1.914099931716919,-1.15312089,1627,109000,0.0003
0.00046037824358791113,66,2200,-0.5071709156036377,50.0,0.9900000095367432,109899,0.0005379502545110881,1.9068140983581543,-1.11822698,1643,110000,0.0003
0.00045656319707632065,66,2220,-2.080256223678589,50.0,0.9900000095367432,110899,0.00044326280476525426,1.90702486038208,-1.16051902,1658,111000,0.0003
0.0004560507950372994,66,2240,-2.524129867553711,50.0,0.9900000095367432,111899,0.0005230149254202843,1.9163413047790527,-1.1351623499999999,1674,112000,0.0003
0.0004531175654847175,66,2260,-2.3606600761413574,50.0,0.9900000095367432,112899,0.0008737465250305831,1.9143311977386475,-1.14530935,1689,113000,0.0003
0.00044462562073022127,66,2280,-0.729261577129364,50.0,1.0,113899,0.0005268648965284228,1.9215114116668701,-1.04215736,1705,114000,0.0003
0.00044175999937579036,66,2300,-2.7307522296905518,50.0,0.9900000095367432,114899,0.00045117776608094573,1.9265110492706299,-1.06319124,1719,115000,0.0003
0.0004387464723549783,66,2320,-3.670602560043335,50.0,0.9900000095367432,115899,0.0004104957333765924,1.9137797355651855,-1.00699555,1734,116000,0.0003
0.00044841706403531134,66,2340,-4.768886089324951,50.0,0.9900000095367432,116899,0.00041435123421251774,1.86594820022583,-1.02845385,1747,117000,0.0003
0.00044409825932234526,66,2360,-4.268372535705566,50.0,0.9900000095367432,117899,0.0005009337328374386,1.8994922637939453,-1.0143101,1761,118000,0.0003
0.000437369744759053,67,2380,-0.5201561450958252,50.0,0.9900000095367432,118899,0.00047755363630130887,1.8987218141555786,-1.02800821,1775,119000,0.0003
0.0004359788144938648,67,2400,1.4181208610534668,50.0,0.9900000095367432,119899,0.0005903269629925489,1.9107780456542969,-1.02362115,1788,120000,0.0003
0.000434436253271997,67,2420,-2.3493974208831787,50.0,0.9900000095367432,120899,0.00039960851427167654,1.897939920425415,-1.040064,1802,121000,0.0003
0.0004196957452222705,67,2440,-2.001837968826294,50.0,0.9900000095367432,121899,0.0006531070685014129,1.9115352630615234,-1.03800068,1816,122000,0.0003
0.0004292566154617816,67,2460,2.194276809692383,50.0,0.9900000095367432,122899,0.00047181034460663795,1.905474066734314,-1.05437271,1831,123000,0.0003
0.00042247690726071596,67,2480,0.6546332836151123,50.0,0.9900000095367432,123899,0.00039664687938056886,1.88712477684021,-1.0774385100000001,1846,124000,0.0003
0.0004397216544020921,67,2500,-1.6310018301010132,50.0,1.0,124899,0.00042599914013408124,1.8584704399108887,-1.06310123,1862,125000,0.0003
0.0004184681747574359,67,2520,0.6381977200508118,50.0,1.0,125899,0.0005129409255459905,1.879080057144165,-1.08398354,1877,126000,0.0003
0.0004301339795347303,67,2540,1.1928813457489014,50.0,1.0,126899,0.0005782527732662857,1.8649592399597168,-1.08656019,1893,127000,0.0003
0.0004212656640447676,67,2560,-0.6455748081207275,50.0,1.0,127899,0.0004707982297986746,1.861908197402954,-1.11367841,1907,128000,0.0003
0.0004405128420330584,67,2580,-1.3509658575057983,50.0,1.0,128899,0.0005846996209584177,1.8106765747070312,-1.05303748,1921,129000,0.0003
0.000434338697232306,67,2600,-0.3824629783630371,50.0,1.0,129899,0.0005316975875757635,1.820749282836914,-1.0250131599999996,1935,130000,0.0003
0.00042674088035710156,67,2620,2.8341174125671387,50.0,1.0,130899,0.0005442076944746077,1.8937585353851318,-0.9954903300000001,1948,131000,0.0003
0.00041753199184313416,67,2640,-3.763653516769409,50.0,1.0,131899,0.00037833102396689355,1.8138328790664673,-0.9984452800000001,1963,132000,0.0003
0.00042457031668163836,67,2660,4.380574703216553,50.0,1.0,132899,0.00048014038475230336,1.8253618478775024,-0.9525714300000001,1977,133000,0.0003
0.0004278213018551469,67,2680,-3.4113545417785645,50.0,1.0,133899,0.0005679974565282464,1.8113515377044678,-0.9876492699999999,1991,134000,0.0003
0.0004333996621426195,67,2700,-1.8876248598098755,50.0,1.0,134899,0.0003953292325604707,1.8173044919967651,-1.0183461999999996,2005,135000,0.0003
0.0004257900291122496,67,2720,-0.9462122917175293,50.0,1.0,135899,0.0004393498529680073,1.7789331674575806,-0.9979484599999999,2018,136000,0.0003
0.0004207547754049301,67,2740,1.4401085376739502,50.0,1.0,136899,0.000595535384491086,1.7840380668640137,-0.9706254899999999,2032,137000,0.0003
0.0004202580894343555,67,2760,-0.5208433866500854,50.0,1.0,137899,0.00038037775084376335,1.7484174966812134,-0.9765989699999998,2048,138000,0.0003
0.0004175359499640763,67,2780,0.759920597076416,50.0,1.0,138899,0.0002781921939458698,1.767465591430664,-0.9801750900000001,2063,139000,0.0003
0.000427708902861923,67,2800,-3.5967864990234375,50.0,1.0,139899,0.0003134410362690687,1.7356560230255127,-0.95816265,2079,140000,0.0003
0.000429309846367687,67,2820,-3.751464366912842,50.0,1.0,140899,0.00022658747911918908,1.7185187339782715,-1.00582086,2094,141000,0.0003
0.00043022341560572386,67,2840,-6.314808368682861,50.0,1.0,141899,0.0002700384065974504,1.7077631950378418,-0.99872142,2110,142000,0.0003
0.00042526202742010355,67,2860,0.08880060911178589,50.0,1.0,142899,0.00044542032992467284,1.7281360626220703,-1.00073711,2125,143000,0.0003
0.0004159727832302451,67,2880,0.31459128856658936,50.0,0.9900000095367432,143899,0.000362760154530406,1.7289113998413086,-1.00554383,2141,144000,0.0003
0.0004076811601407826,67,2900,0.8483030796051025,50.0,0.9900000095367432,144899,0.00032848890987224877,1.698453426361084,-0.98815203,2156,145000,0.0003
0.0004116721102036536,67,2920,1.6518220901489258,50.0,0.9900000095367432,145899,0.00045159345609135926,1.7167086601257324,-0.9456218099999998,2170,146000,0.0003
0.00042072247015312314,67,2940,-6.021149635314941,50.0,0.9900000095367432,146899,0.00036661227932199836,1.699339747428894,-0.9256468299999999,2186,147000,0.0003
0.0004283228190615773,67,2960,2.1778764724731445,50.0,0.9900000095367432,147899,0.00040190850268118083,1.6941821575164795,-0.9042919500000001,2201,148000,0.0003
0.00043260183883830905,67,2980,2.7193660736083984,50.0,1.0,148899,0.00035058060893788934,1.7340552806854248,-0.8771166600000001,2217,149000,0.0003
0.00043144248775206506,67,3000,-0.27656853199005127,50.0,1.0,149899,0.0003183334192726761,1.6582776308059692,-0.8734236700000001,2232,150000,0.0003
0.0004225752199999988,67,3020,-1.9388880729675293,50.0,1.0,150899,0.00026311303372494876,1.6320252418518066,-0.8852537900000002,2247,151000,0.0003
0.00042702481732703745,67,3040,5.178550720214844,50.0,1.0,151899,0.0004812606202904135,1.6719601154327393,-0.8633848200000002,2263,152000,0.0003
0.00042434243368916214,67,3060,4.74913215637207,50.0,1.0,152899,0.0003625820972956717,1.6737656593322754,-0.8491672600000001,2278,153000,0.0003
0.00042421414400450885,67,3080,1.2059879302978516,50.0,1.0,153899,0.0003214187454432249,1.643507719039917,-0.8498791600000001,2294,154000,0.0003
0.00042583406320773065,67,3100,-3.6381542682647705,50.0,1.0,154899,0.00028522720094770193,1.6343269348144531,-0.87465335,2309,155000,0.0003
0.0004311664670240134,67,3120,3.2202706336975098,50.0,1.0,155899,0.0004273783415555954,1.6296324729919434,-0.8388582600000002,2325,156000,0.0003
0.0004219186375848949,67,3140,-0.47674357891082764,50.0,1.0,156899,0.00036155234556645155,1.6133947372436523,-0.8566161399999999,2340,157000,0.0003
0.0004204583237878978,67,3160,3.3850784301757812,50.0,1.0,157899,0.00035819984623230994,1.6302134990692139,-0.8554775899999999,2355,158000,0.0003
0.0004165877471677959,67,3180,2.362614393234253,50.0,1.0,158899,0.00028633506735786796,1.6036455631256104,-0.8590558500000001,2371,159000,0.0003
0.000421736593125388,67,3200,0.6444351673126221,50.0,1.0,159899,0.0003723877016454935,1.6192431449890137,-0.8244803500000002,2386,160000,0.0003
0.0004058165359310806,67,3220,0.8254673480987549,50.0,1.0,160899,0.0002924162254203111,1.5784382820129395,-0.851524,2402,161000,0.0003
0.00041548951412551105,67,3240,0.26047009229660034,50.0,1.0,161899,0.00026432255981490016,1.574273705482483,-0.87751342,2417,162000,0.0003
0.00040192523738369346,66,3260,-1.3150748014450073,50.0,1.0,162899,0.0002826429554261267,1.5734505653381348,-0.8792817999999997,2432,163000,0.0003
0.00040527834789827466,66,3280,3.3255231380462646,50.0,1.0,163899,0.00023478851653635502,1.538675308227539,-0.8682392400000001,2448,164000,0.0003
0.00039921049028635025,66,3300,-0.006556868553161621,50.0,1.0,164899,0.00022437941515818238,1.5614008903503418,-0.8666831500000001,2463,165000,0.0003
0.00039378463407047093,66,3320,2.4040956497192383,50.0,1.0,165899,0.00038292782846838236,1.5550684928894043,-0.8511164399999999,2478,166000,0.0003
0.0004016390594188124,67,3340,1.6650702953338623,50.0,1.0,166899,0.0003700238885357976,1.5589876174926758,-0.8325374800000003,2492,167000,0.0003
0.0003883791505359113,67,3360,1.3588213920593262,50.0,1.0,167899,0.00026514765340834856,1.5537714958190918,-0.8332188700000002,2505,168000,0.0003
0.00038783467607572675,67,3380,-3.070911407470703,50.0,1.0,168899,0.0002979633864015341,1.5175949335098267,-0.8411328,2519,169000,0.0003
0.0003842897422146052,67,3400,3.157139301300049,50.0,1.0,169899,0.0002606640919111669,1.5470008850097656,-0.8516739699999999,2533,170000,0.0003
0.00039324944373220205,67,3420,-6.085321426391602,50.0,1.0,170899,0.00021849550830665976,1.507546305656433,-0.86781491,2548,171000,0.0003
0.0003920487652067095,67,3440,0.014620780944824219,50.0,1.0,171899,0.0002692716661840677,1.5050437450408936,-0.8543599699999999,2564,172000,0.0003
0.0003877710842061788,67,3460,-1.0819590091705322,50.0,1.0,172899,0.00018494912364985794,1.5091482400894165,-0.85612715,2579,173000,0.0003
0.0003812377108260989,67,3480,-3.14582896232605,50.0,1.0,173899,0.00018880255811382085,1.4873344898223877,-0.84487616,2595,174000,0.0003
0.0003814122173935175,67,3500,-2.2085046768188477,50.0,1.0,174899,0.00022132191224955022,1.462640404701233,-0.8538173800000002,2610,175000,0.0003
0.0003879166324622929,67,3520,5.124080657958984,50.0,1.0,175899,0.0002236964355688542,1.5169671773910522,-0.83755006,2626,176000,0.0003
0.000381023419322446,67,3540,1.329986333847046,50.0,1.0,176899,0.00033384322887286544,1.4693195819854736,-0.8302205600000001,2641,177000,0.0003
0.000377011630916968,66,3560,3.368104934692383,50.0,1.0,177899,0.00032271904638037086,1.5266685485839844,-0.8178337599999999,2657,178000,0.0003
0.000369858491467312,66,3580,0.8434627056121826,50.0,1.0,178899,0.0001814705174183473,1.462533950805664,-0.83768745,2672,179000,0.0003
0.00037586965481750667,66,3600,12.140847206115723,50.0,1.0,179899,0.00023766537196934223,1.5191196203231812,-0.8194108099999999,2687,180000,0.0003
0.00036923683364875615,66,3620,1.3707386255264282,50.0,1.0,180899,0.00019999235519208014,1.4702720642089844,-0.81217988,2703,181000,0.0003
0.0003822280850727111,66,3640,-1.7881758213043213,50.0,1.0,181899,0.0001992037723539397,1.463765263557434,-0.83317663,2719,182000,0.0003
