train/ent_coef,train/actor_loss,eval/mean_ep_length,train/n_updates,train/ent_coef_loss,time/total_timesteps,train/critic_loss,eval/mean_pos_reward,eval/success_rate,train/learning_rate,eval/mean_quat_reward,eval/mean_bonus_reward,eval/mean_reward,time/episodes,time/fps,rollout/ep_len_mean,rollout/success_rate,time/time_elapsed,rollout/ep_rew_mean
,,,,,2575000,,,,,,,,51500,150,50.0,0.78,17111,42.85566900999999
0.009199065156280994,-86.48077392578125,50.0,2599899,0.10529345273971558,2600000,0.017850611358880997,48.14857245007549,0.84,0.0003,47.11822835420346,30.869999999999997,43.57134332209826,,,,,,
,,,,,2600000,,,,,,,,52000,150,50.0,0.76,17277,42.42433258
0.009045622311532497,-86.58108520507812,50.0,2624899,0.14643827080726624,2625000,0.01585385948419571,48.30098953330626,0.89,0.0003,47.568676336160905,33.72,44.47266387373209,,,,,,
,,,,,2625000,,,,,,,,52500,150,50.0,0.73,17438,43.05149732999999
0.009199016727507114,-86.52397918701172,50.0,2649899,0.9155277609825134,2650000,0.015797866508364677,48.19613298487218,0.88,0.0003,47.12980240047426,32.769999999999996,44.07301709488034,,,,,,
,,,,,2650000,,,,,,,,53000,150,50.0,0.78,17596,42.84457705
0.009111170656979084,-87.46814727783203,50.0,2674899,0.3428057134151459,2675000,0.014123430475592613,48.29465224995613,0.96,0.0003,47.70583284090753,36.870000000000005,45.29128433719277,,,,,,
,,,,,2675000,,,,,,,,53500,150,50.0,0.82,17755,42.87510135
0.009091866202652454,-87.54570007324219,50.0,2699899,1.3071117401123047,2700000,0.01775391958653927,48.28610692561457,0.93,0.0003,47.11510445322868,34.53,44.55432955697179,,,,,,
,,,,,2700000,,,,,,,,54000,150,50.0,0.74,17920,42.96196245000001
0.009494495578110218,-86.88479614257812,50.0,2724899,0.6033902168273926,2725000,0.018536601215600967,48.07715765338502,0.9,0.0003,47.43957122576629,34.12,44.42847164228559,,,,,,
,,,,,2725000,,,,,,,,54500,150,50.0,0.81,18087,43.18123584
0.009563201107084751,-86.63186645507812,50.0,2749899,0.39280402660369873,2750000,0.017155494540929794,48.17633159288374,0.92,0.0003,47.24308037624383,33.7,44.32393590778113,,,,,,
,,,,,2750000,,,,,,,,55000,150,50.0,0.74,18254,42.49804931
0.009368466213345528,-87.1191635131836,50.0,2774899,0.365082710981369,2775000,0.023743338882923126,48.10829586947683,0.84,0.0003,47.151392133306906,31.740000000000002,43.77699599891901,,,,,,
,,,,,2775000,,,,,,,,55500,150,50.0,0.81,18422,42.65312771
0.009579380974173546,-86.85737609863281,50.0,2799899,-1.2541347742080688,2800000,0.01821819692850113,48.17923231319562,0.94,0.0003,47.28444783830451,35.21,44.71322812393308,,,,,,
,,,,,2800000,,,,,,,,56000,150,50.0,0.79,18589,43.16218468
0.009501702152192593,-87.40174865722656,50.0,2824899,0.5796253681182861,2825000,0.018492337316274643,48.2060267751002,0.93,0.0003,47.362441032067984,34.46,44.55862364068627,,,,,,
,,,,,2825000,,,,,,,,56500,150,50.0,0.78,18756,43.43164076000001
0.009556532837450504,-86.56312561035156,50.0,2849899,-1.2681962251663208,2850000,0.019813813269138336,48.272392083139984,0.93,0.0003,47.07853113130271,34.12,44.43582884252071,,,,,,
,,,,,2850000,,,,,,,,57000,150,50.0,0.83,18922,42.994612030000006
0.00936888623982668,-86.84953308105469,50.0,2874899,1.207856297492981,2875000,0.022134140133857727,48.27440974976834,0.94,0.0003,47.18084419322086,34.760000000000005,44.62241592973471,,,,,,
,,,,,2875000,,,,,,,,57500,150,50.0,0.77,19088,42.630391020000005
0.009263979271054268,-86.75279235839844,50.0,2899899,0.23052145540714264,2900000,0.019834458827972412,48.31578305997693,0.94,0.0003,47.51666867332831,35.42,44.892058695703746,,,,,,
,,,,,2900000,,,,,,,,58000,150,50.0,0.85,19255,42.79414637
0.009318300522863865,-86.89137268066406,50.0,2924899,1.0704238414764404,2925000,0.014936935156583786,48.38402567623488,0.95,0.0003,47.28495656573073,35.63,44.92075197428465,,,,,,
,,,,,2925000,,,,,,,,58500,150,50.0,0.76,19422,43.032237380000005
0.009509026072919369,-87.29247283935547,50.0,2949899,-0.10704535245895386,2950000,0.01875806786119938,48.27710081764371,0.93,0.0003,47.057376718908415,34.22,44.45789456933737,,,,,,
,,,,,2950000,,,,,,,,59000,150,50.0,0.84,19587,43.56111160999999
0.009253821335732937,-87.04611206054688,50.0,2974899,-0.5654827356338501,2975000,0.018382057547569275,48.13544220443231,0.93,0.0003,47.28333350177152,34.870000000000005,44.60605446383357,,,,,,
,,,,,2975000,,,,,,,,59500,150,50.0,0.77,19753,42.71599597
0.00945556815713644,-87.41246795654297,50.0,2999899,0.5324252843856812,3000000,0.018530668690800667,48.28242169859538,0.91,0.0003,47.30407268634293,33.94,44.45222902417183,,,,,,
,,,,,3000000,,,,,,,,60000,150,50.0,0.72,19918,42.893706679999994
0.009432097896933556,-87.43601989746094,50.0,3024899,-0.5322790145874023,3025000,0.017591437324881554,48.234495867060694,0.96,0.0003,47.475337636374135,35.89,44.95858233302832,,,,,,
,,,,,3025000,,,,,,,,60500,150,50.0,0.81,20083,42.95140724000001
0.009334185160696507,-87.40438842773438,50.0,3049899,-0.16832035779953003,3050000,0.01557955052703619,48.084072113939655,0.92,0.0003,47.44903303524707,34.61,44.55679429337383,,,,,,
,,,,,3050000,,,,,,,,61000,150,50.0,0.88,20250,43.561219770000015
0.00927705504000187,-87.45166015625,50.0,3074899,0.22295089066028595,3075000,0.017512349411845207,48.07010318035383,0.83,0.0003,46.83605038022239,30.819999999999997,43.44906416520476,,,,,,
,,,,,3075000,,,,,,,,61500,150,50.0,0.85,20417,43.54795572
0.009283622726798058,-87.26570129394531,50.0,3099899,1.1068317890167236,3100000,0.017125874757766724,48.29888176553097,0.93,0.0003,47.43874652086583,34.67,44.676627502441406,,,,,,
,,,,,3100000,,,,,,,,62000,150,50.0,0.73,20582,42.62017589
0.009128913283348083,-87.61194610595703,50.0,3124899,-0.14951470494270325,3125000,0.014610692858695984,48.120799316660815,0.81,0.0003,47.390221279460185,30.880000000000003,43.62795496314764,,,,,,
,,,,,3125000,,,,,,,,62500,150,50.0,0.82,20749,43.414141980000004
0.009344802238047123,-87.71991729736328,50.0,3149899,1.308491587638855,3150000,0.021112248301506042,48.41709780535253,0.96,0.0003,47.140267726452386,35.160000000000004,44.783615844249724,,,,,,
,,,,,3150000,,,,,,,,63000,150,50.0,0.84,20917,43.39978633
0.009279497899115086,-87.4690933227539,50.0,3174899,-0.7496836185455322,3175000,0.018842773512005806,48.07120760718587,0.85,0.0003,47.64850266666679,32.879999999999995,44.16772947430611,,,,,,
,,,,,3175000,,,,,,,,63500,150,50.0,0.84,21084,43.414331309999994
0.009354694746434689,-87.62481689453125,50.0,3199899,-0.6190965175628662,3200000,0.018882321193814278,48.35738154267414,0.92,0.0003,47.152857571389504,34.599999999999994,44.6169051463902,,,,,,
