eval/mean_pos_reward,train/actor_loss,eval/mean_bonus_reward,eval/success_rate,time/total_timesteps,eval/mean_quat_reward,train/ent_coef,train/learning_rate,eval/mean_reward,train/n_updates,eval/mean_ep_length,train/ent_coef_loss,train/critic_loss,rollout/ep_rew_mean,rollout/success_rate,rollout/ep_len_mean,time/episodes,time/time_elapsed,time/fps
32.49855297908304,-60.42516326904297,0.0,0.0,250000,39.52014257031421,0.005536173935979605,0.0003,27.007010821607835,249899,50.0,1.0829336643218994,0.10212646424770355,,,,,,
,,,,250000,,,,,,,,,26.712965110000006,0.0,50.0,5000,3872,64
34.37140651148909,-61.193321228027344,0.0,0.0,275000,39.72255965365759,0.0051927994936704636,0.0003,27.785237310379742,274899,50.0,2.37337589263916,0.09611620754003525,,,,,,
,,,,275000,,,,,,,,,27.53577731,0.0,50.0,5500,4263,64
34.97159259028413,-61.271183013916016,0.0,0.0,300000,39.0509523131726,0.005237801466137171,0.0003,27.758454350082904,299899,50.0,-0.7872228026390076,0.11617735028266907,,,,,,
,,,,300000,,,,,,,,,27.927256019999994,0.0,50.0,6000,4658,64
34.735671130614776,-61.32371520996094,0.0,0.0,325000,40.6018924559429,0.004866750445216894,0.0003,28.25158632697072,324899,50.0,2.5247414112091064,0.10071419179439545,,,,,,
,,,,325000,,,,,,,,,28.03439052,0.0,50.0,6500,5055,64
35.629001180128235,-61.93065643310547,0.0,0.0,350000,41.06352081989541,0.004676210228353739,0.0003,28.759695753951092,349899,50.0,-1.5739907026290894,0.0808882862329483,,,,,,
,,,,350000,,,,,,,,,27.433762799999997,0.0,50.0,7000,5449,64
35.08490532231676,-61.72636795043945,0.27,0.02,375000,40.91409007724493,0.0046325307339429855,0.0003,28.567123285251437,374899,50.0,0.9263156652450562,0.11336483806371689,,,,,,
,,,,375000,,,,,,,,,28.46580727,0.0,50.0,7500,5832,64
36.7966036683271,-62.28677749633789,0.0,0.0,400000,40.08334853267229,0.004569574259221554,0.0003,28.829982099980114,399899,50.0,0.6953705549240112,0.0879506915807724,,,,,,
,,,,400000,,,,,,,,,28.521410469999996,0.0,50.0,8000,6222,64
36.33582796572817,-62.35536575317383,0.1,0.0,425000,41.11929361092731,0.0045130630023777485,0.0003,29.070670584478066,424899,50.0,2.500201940536499,0.09811215102672577,,,,,,
,,,,425000,,,,,,,,,28.796068299999998,0.0,50.0,8500,6618,64
36.07637853033812,-61.72178649902344,0.0,0.0,450000,40.39052445855685,0.0043344576843082905,0.0003,28.6750886180019,449899,50.0,0.5034302473068237,0.10783933848142624,,,,,,
,,,,450000,,,,,,,,,28.07664565,0.0,50.0,9000,7009,64
36.93325260993244,-63.314632415771484,0.0,0.0,475000,42.274667805104635,0.004261469002813101,0.0003,29.7029701815336,474899,50.0,-1.5270366668701172,0.07757758349180222,,,,,,
,,,,475000,,,,,,,,,28.671247100000006,0.0,50.0,9500,7398,64
36.54367699880247,-62.974143981933594,0.0,0.0,500000,40.42092874299535,0.004236994776874781,0.0003,28.861727164033802,499899,50.0,-0.7049426436424255,0.08694988489151001,,,,,,
,,,,500000,,,,,,,,,28.43460267,0.0,50.0,10000,7779,64
38.31066934488633,-63.427513122558594,0.01,0.0,525000,41.93550239456188,0.0041237822733819485,0.0003,30.09481440492673,524899,50.0,0.14396065473556519,0.08248051255941391,,,,,,
,,,,525000,,,,,,,,,29.095123960000002,0.0,50.0,10500,8169,64
37.328206252724684,-62.86015701293945,0.06999999999999999,0.0,550000,39.283085942804355,0.00391065189614892,0.0003,28.7467345751822,549899,50.0,1.22831130027771,0.09356841444969177,,,,,,
,,,,550000,,,,,,,,,29.1874241,0.0,50.0,11000,8554,64
38.26624355754055,-63.9531364440918,0.0,0.0,575000,40.980793651267085,0.0038716453127563,0.0003,29.717638957330493,574899,50.0,0.6077792644500732,0.08168917894363403,,,,,,
,,,,575000,,,,,,,,,28.940248049999994,0.0,50.0,11500,8938,64
37.69852996972791,-63.325504302978516,0.01,0.0,600000,41.53247023207705,0.0038390199188143015,0.0003,29.71412509393995,599899,50.0,0.4683067202568054,0.08671660721302032,,,,,,
,,,,600000,,,,,,,,,29.895166930000002,0.0,50.0,12000,9336,64
37.01608819764461,-63.84711456298828,0.0,0.0,625000,41.54136595161959,0.0037686696741729975,0.0003,29.45904529878404,624899,50.0,-1.2631044387817383,0.05909503623843193,,,,,,
,,,,625000,,,,,,,,,29.222549490000002,0.0,50.0,12500,9736,64
37.740934548854156,-63.35124206542969,0.0,0.0,650000,40.625305620542385,0.0037363527808338404,0.0003,29.38734003554564,649899,50.0,3.5755529403686523,0.06575742363929749,,,,,,
,,,,650000,,,,,,,,,30.320167350000006,0.01,50.0,13000,10129,64
39.13270136075961,-64.4075927734375,0.03,0.0,675000,40.94743126388609,0.0037107865791767836,0.0003,30.037549728937446,674899,50.0,-1.4846985340118408,0.05740761011838913,,,,,,
,,,,675000,,,,,,,,,28.99252665,0.0,50.0,13500,10505,64
38.38950995223568,-64.50117492675781,0.22,0.0,700000,41.9366435570142,0.0035768691450357437,0.0003,30.17730754561082,699899,50.0,1.2176711559295654,0.06437788903713226,,,,,,
,,,,700000,,,,,,,,,29.62967169,0.01,50.0,14000,10891,64
39.16219438547588,-64.54094696044922,0.21,0.01,725000,42.4813845405623,0.0035038315691053867,0.0003,30.66884208915755,724899,50.0,-1.854292631149292,0.056173909455537796,,,,,,
,,,,725000,,,,,,,,,30.329991149999998,0.0,50.0,14500,11282,64
38.55603290683644,-64.2917709350586,0.48,0.02,750000,41.0035537185004,0.0034245606511831284,0.0003,29.954844985010567,749899,50.0,4.8697733879089355,0.08147940039634705,,,,,,
,,,,750000,,,,,,,,,30.818615790000003,0.0,50.0,15000,11666,64
39.85812872548481,-64.80207061767578,0.06999999999999999,0.0,775000,42.475067828954906,0.0032984549179673195,0.0003,30.892448691502214,774899,50.0,3.5466182231903076,0.07127486169338226,,,,,,
,,,,775000,,,,,,,,,29.89093502,0.01,50.0,15500,12051,64
39.207732573635795,-64.3460922241211,0.09,0.0,800000,41.79041238485495,0.0032675734255462885,0.0003,30.3968043674808,799899,50.0,-0.48557907342910767,0.05039419233798981,,,,,,
,,,,800000,,,,,,,,,29.831493199999997,0.01,50.0,16000,12442,64
39.55629775064713,-64.35847473144531,0.0,0.0,825000,41.987705827505806,0.0032202554866671562,0.0003,30.57900133706629,824899,50.0,2.4753599166870117,0.05406411737203598,,,,,,
,,,,825000,,,,,,,,,30.46797166,0.0,50.0,16500,12831,64
38.87009783778218,-64.95745849609375,0.06999999999999999,0.0,850000,42.05040181686531,0.0031969600822776556,0.0003,30.362687362078578,849899,50.0,2.1715526580810547,0.05677630752325058,,,,,,
,,,,850000,,,,,,,,,30.290476209999998,0.0,50.0,17000,13224,64
38.95570592467269,-65.4663314819336,0.32,0.01,875000,41.87314803502759,0.0031860910821706057,0.0003,30.390820236203727,874899,50.0,-0.6032640933990479,0.055313244462013245,,,,,,
,,,,875000,,,,,,,,,29.608077989999998,0.0,50.0,17500,13622,64
40.17139899924309,-65.36468505859375,0.01,0.0,900000,41.08856785777685,0.003146327333524823,0.0003,30.474987568659706,899899,50.0,0.9788350462913513,0.04878092557191849,,,,,,
,,,,900000,,,,,,,,,30.230814450000008,0.0,50.0,18000,14004,64
39.45016211741476,-65.29512786865234,0.21,0.01,925000,42.16777458847768,0.003172106808051467,0.0003,30.659226267635823,924899,50.0,2.4226644039154053,0.06642598658800125,,,,,,
,,,,925000,,,,,,,,,30.3492499,0.0,50.0,18500,14381,64
40.21689867868567,-64.71241760253906,0.38,0.01,950000,42.4510080098636,0.0031277118250727654,0.0003,31.095464992597698,949899,50.0,2.252429485321045,0.05834075063467026,,,,,,
,,,,950000,,,,,,,,,29.687100550000004,0.0,50.0,19000,14764,64
39.777942611996245,-66.13251495361328,0.04,0.0,975000,41.50693215616395,0.0030660710763186216,0.0003,30.49182804791024,974899,50.0,1.127334713935852,0.04667440801858902,,,,,,
,,,,975000,,,,,,,,,30.343198739999995,0.0,50.0,19500,15145,64
39.349399995517906,-65.87606811523438,0.0,0.0,1000000,41.701414765842905,0.003083201125264168,0.0003,30.394055557197426,999899,50.0,-0.35251855850219727,0.048193179070949554,,,,,,
,,,,1000000,,,,,,,,,30.944913289999995,0.0,50.0,20000,15521,64
39.49164818144801,-65.67015075683594,0.0,0.0,1025000,42.25010934036311,0.0028565532993525267,0.0003,30.653159062191843,1024899,50.0,3.759345054626465,0.055506665259599686,,,,,,
,,,,1025000,,,,,,,,,30.59336132,0.0,50.0,20500,15898,64
39.796575638854236,-66.03007507324219,0.48,0.03,1050000,42.33161925903132,0.0027508328203111887,0.0003,30.918073096568698,1049899,50.0,3.8211116790771484,0.047518230974674225,,,,,,
,,,,1050000,,,,,,,,,30.217232239999998,0.0,50.0,21000,16273,64
39.674927789532404,-66.06861877441406,0.0,0.0,1075000,42.27631107478643,0.0025919799227267504,0.0003,30.731714596226812,1074899,50.0,2.5214457511901855,0.04662317782640457,,,,,,
,,,,1075000,,,,,,,,,30.472584640000004,0.01,50.0,21500,16648,64
39.35482113140618,-66.14137268066406,0.06999999999999999,0.0,1100000,42.870289100340024,0.0025460533797740936,0.0003,30.851916327318175,1099899,50.0,2.6069083213806152,0.04099065065383911,,,,,,
,,,,1100000,,,,,,,,,30.998871040000004,0.0,50.0,22000,17025,64
40.021864123644754,-66.52635192871094,0.0,0.0,1125000,42.847755401397166,0.0025536050088703632,0.0003,31.07610729254782,1124899,50.0,0.8380197286605835,0.03931526094675064,,,,,,
,,,,1125000,,,,,,,,,30.633356080000002,0.01,50.0,22500,17399,64
40.63202769480783,-66.9700927734375,0.01,0.0,1150000,43.17579744157322,0.0025133821181952953,0.0003,31.43043440921232,1149899,50.0,-2.2751002311706543,0.038705457001924515,,,,,,
,,,,1150000,,,,,,,,,31.14715467000001,0.0,50.0,23000,17777,64
39.594916693923146,-66.95445251464844,0.03,0.0,1175000,42.365413194529125,0.00248732790350914,0.0003,30.742623702511192,1174899,50.0,2.612295627593994,0.03324923664331436,,,,,,
,,,,1175000,,,,,,,,,31.049664859999993,0.0,50.0,23500,18164,64
38.6659900247483,-66.978271484375,0.06999999999999999,0.0,1200000,41.674390689593956,0.0024295179173350334,0.0003,30.14514275618829,1199899,50.0,2.251328229904175,0.03979416936635971,,,,,,
,,,,1200000,,,,,,,,,31.250968940000003,0.01,50.0,24000,18556,64
41.01405896863726,-66.94406127929688,0.02,0.0,1225000,42.45084376217298,0.002425848040729761,0.0003,31.304338528215887,1224899,50.0,-3.225489377975464,0.041454099118709564,,,,,,
,,,,1225000,,,,,,,,,30.468020180000003,0.01,50.0,24500,18943,64
40.146113586858796,-67.093017578125,0.0,0.0,1250000,42.57816336020432,0.0023581008426845074,0.0003,31.021603861823678,1249899,50.0,-0.38321518898010254,0.0350569523870945,,,,,,
,,,,1250000,,,,,,,,,30.635443249999998,0.0,50.0,25000,19333,64
39.15461102415653,-66.9718017578125,0.01,0.0,1275000,42.10749096312917,0.00231928494758904,0.0003,30.475788250886836,1274899,50.0,-3.6671764850616455,0.031956449151039124,,,,,,
,,,,1275000,,,,,,,,,31.358048750000002,0.0,50.0,25500,19721,64
41.030673665620256,-67.58454895019531,0.33999999999999997,0.01,1300000,42.39400774431318,0.002291556214913726,0.0003,31.369255533851682,1299899,50.0,-2.734959125518799,0.03623189777135849,,,,,,
,,,,1300000,,,,,,,,,30.73191919,0.02,50.0,26000,20111,64
39.97057326382686,-67.45594787597656,0.01,0.0,1325000,42.83348842641566,0.00230357120744884,0.0003,31.054023155923932,1324899,50.0,-0.34330594539642334,0.02852325700223446,,,,,,
,,,,1325000,,,,,,,,,31.13718772,0.01,50.0,26500,20502,64
40.612943254603614,-67.89341735839844,0.04,0.0,1350000,42.75550058975824,0.002185618504881859,0.0003,31.273166451174767,1349899,50.0,-1.0844019651412964,0.028591101989150047,,,,,,
,,,,1350000,,,,,,,,,31.734694140000002,0.01,50.0,27000,20892,64
40.16929906934883,-67.84405517578125,0.08,0.0,1375000,42.084095854875976,0.002158280462026596,0.0003,30.86502310234355,1374899,50.0,1.6613268852233887,0.032877206802368164,,,,,,
,,,,1375000,,,,,,,,,31.364434160000005,0.0,50.0,27500,21280,64
39.11245565349173,-67.66421508789062,0.06,0.0,1400000,42.46540024247228,0.0020810109563171864,0.0003,30.606695958191995,1399899,50.0,0.15832126140594482,0.02715376392006874,,,,,,
,,,,1400000,,,,,,,,,29.87695645,0.0,50.0,28000,21672,64
39.37009113153566,-67.56132507324219,0.2,0.01,1425000,42.38802662558284,0.0020744928624480963,0.0003,30.709294175333344,1424899,50.0,-2.3104476928710938,0.03826415538787842,,,,,,
,,,,1425000,,,,,,,,,30.729610019999996,0.0,50.0,28500,22062,64
39.910451006518635,-67.70367431640625,0.08,0.0,1450000,42.370269652933075,0.0020812670700252056,0.0003,30.875270237438382,1449899,50.0,0.8879213333129883,0.028397327288985252,,,,,,
,,,,1450000,,,,,,,,,30.5228283,0.0,50.0,29000,22454,64
40.720483788757534,-67.75778198242188,0.0,0.0,1475000,42.521739057176326,0.002066398272290826,0.0003,31.21583353875205,1474899,50.0,-0.568862795829773,0.030193213373422623,,,,,,
,,,,1475000,,,,,,,,,30.96412678,0.01,50.0,29500,22848,64
41.34685811699924,-67.79297637939453,0.11,0.01,1500000,43.50180703139445,0.0021328122820705175,0.0003,31.845749431960286,1499899,50.0,2.043767213821411,0.03356894105672836,,,,,,
,,,,1500000,,,,,,,,,30.69804926000001,0.01,50.0,30000,23223,64
40.12911987893855,-68.39067077636719,0.05,0.0,1525000,42.61705710573012,0.0020555113442242146,0.0003,31.042316370391053,1524899,50.0,-5.21797513961792,0.027332447469234467,,,,,,
,,,,1525000,,,,,,,,,31.84681686,0.0,50.0,30500,23604,64
40.099548048143035,-68.22911071777344,0.8999999999999999,0.03,1550000,43.06205021778101,0.002000348875299096,0.0003,31.410599356591703,1549899,50.0,-2.8096811771392822,0.025494666770100594,,,,,,
,,,,1550000,,,,,,,,,30.38528604,0.0,50.0,31000,23997,64
40.91717455676298,-67.47068786621094,0.04,0.01,1575000,41.362307546111616,0.0019761486910283566,0.0003,30.86480579315219,1574899,50.0,1.0948922634124756,0.03058449551463127,,,,,,
,,,,1575000,,,,,,,,,31.237921100000005,0.0,50.0,31500,24385,64
39.36667345460744,-68.21522521972656,0.6799999999999999,0.03,1600000,42.730758397943006,0.0019779466092586517,0.0003,30.95653694102075,1599899,50.0,0.17358040809631348,0.02095969393849373,,,,,,
,,,,1600000,,,,,,,,,31.16230673,0.01,50.0,32000,24758,64
41.280966195072125,-68.29557800292969,0.58,0.02,1625000,43.80260818246659,0.0019816376734524965,0.0003,32.051340399608016,1624899,50.0,-0.10866400599479675,0.02554914727807045,,,,,,
,,,,1625000,,,,,,,,,30.847399560000003,0.0,50.0,32500,25135,64
40.687565747440374,-68.47196960449219,0.01,0.0,1650000,42.83216275391722,0.0019942051731050014,0.0003,31.322398205995558,1649899,50.0,0.4671555757522583,0.02733156457543373,,,,,,
,,,,1650000,,,,,,,,,29.9690393,0.0,50.0,33000,25516,64
40.6627793864172,-67.97967529296875,0.33999999999999997,0.01,1675000,42.69199536991807,0.0019478218164294958,0.0003,31.343040534777103,1674899,50.0,3.2947397232055664,0.031141553074121475,,,,,,
,,,,1675000,,,,,,,,,31.105900169999998,0.0,50.0,33500,25904,64
39.555525296214356,-68.2503662109375,0.13,0.01,1700000,42.5056016880992,0.001906295889057219,0.0003,30.8054226278892,1699899,50.0,5.157160758972168,0.026203345507383347,,,,,,
,,,,1700000,,,,,,,,,31.58422875,0.0,50.0,34000,26289,64
40.83397794506203,-68.45681762695312,0.21,0.01,1725000,42.54889249978465,0.0018815945368260145,0.0003,31.32107640801929,1724899,50.0,-0.9498413801193237,0.025569753721356392,,,,,,
,,,,1725000,,,,,,,,,31.190200800000007,0.0,50.0,34500,26682,64
40.30723798601527,-68.48399353027344,0.21,0.0,1750000,42.552724948676115,0.0018679127097129822,0.0003,31.124986097491345,1749899,50.0,-0.12814193964004517,0.022510865703225136,,,,,,
,,,,1750000,,,,,,,,,31.26499672,0.01,50.0,35000,27073,64
39.142407175647534,-68.43365478515625,0.02,0.0,1775000,42.858004043760026,0.0019016165751963854,0.0003,30.755154211781917,1774899,50.0,0.09943437576293945,0.02298065461218357,,,,,,
,,,,1775000,,,,,,,,,30.95705061,0.01,50.0,35500,27460,64
40.69809770515666,-68.77195739746094,0.38,0.01,1800000,42.457153195535874,0.001879172632470727,0.0003,31.27821909043938,1799899,50.0,-1.865812063217163,0.022860612720251083,,,,,,
,,,,1800000,,,,,,,,,31.38521926,0.0,50.0,36000,27843,64
41.23183588729356,-68.59828186035156,0.12,0.0,1825000,43.377405367090795,0.0018866274040192366,0.0003,31.75846545526758,1824899,50.0,-0.4724622964859009,0.02335233986377716,,,,,,
,,,,1825000,,,,,,,,,31.93371576,0.0,50.0,36500,28234,64
41.07832391036729,-68.84823608398438,0.03,0.0,1850000,42.71353503639186,0.001868328545242548,0.0003,31.429447109671308,1849899,50.0,-3.0710887908935547,0.020478947088122368,,,,,,
,,,,1850000,,,,,,,,,31.768305830000003,0.01,50.0,37000,28626,64
40.74816752806964,-68.9422607421875,0.11,0.0,1875000,42.46605653167192,0.0018720919033512473,0.0003,31.232834026515484,1874899,50.0,0.8219785094261169,0.01886006072163582,,,,,,
,,,,1875000,,,,,,,,,31.088856489999998,0.0,50.0,37500,29014,64
40.7318545093924,-68.9046630859375,0.04,0.0,1900000,42.617367532246156,0.001862394972704351,0.0003,31.26595825528726,1899899,50.0,1.6710875034332275,0.025593863800168037,,,,,,
,,,,1900000,,,,,,,,,31.557384009999996,0.02,50.0,38000,29397,64
39.56952521529502,-68.79207611083984,0.27999999999999997,0.0,1925000,42.925740167518725,0.001876465859822929,0.0003,31.00572453422006,1924899,50.0,0.378284752368927,0.0358072854578495,,,,,,
,,,,1925000,,,,,,,,,30.377487180000003,0.0,50.0,38500,29774,64
39.96038148304486,-68.61137390136719,0.11,0.0,1950000,42.63448730360573,0.0018535690614953637,0.0003,31.00057578115433,1949899,50.0,1.4768067598342896,0.02507132478058338,,,,,,
,,,,1950000,,,,,,,,,31.524562680000003,0.0,50.0,39000,30167,64
41.192826260955414,-68.83796691894531,0.03,0.0,1975000,43.24611367442747,0.001846487051807344,0.0003,31.672102482281627,1974899,50.0,-0.10266554355621338,0.022821465507149696,,,,,,
,,,,1975000,,,,,,,,,32.00896813999999,0.02,50.0,39500,30554,64
41.575642103731155,-68.86762237548828,0.26,0.0,2000000,43.08184497650818,0.0018518985016271472,0.0003,31.81155764606781,1999899,50.0,-1.8674678802490234,0.018911581486463547,,,,,,
,,,,2000000,,,,,,,,,31.081055049999996,0.0,50.0,40000,30943,64
41.30185660606347,-68.82131958007812,0.0,0.0,2025000,43.36791978378331,0.0018306801794096828,0.0003,31.751166152954102,2024899,50.0,-1.8793458938598633,0.022939186543226242,,,,,,
,,,,2025000,,,,,,,,,30.87977068,0.0,50.0,40500,31330,64
41.08208134146252,-68.98150634765625,0.95,0.03,2050000,42.42644280196136,0.001826047315262258,0.0003,31.553196542228108,2049899,50.0,2.9826347827911377,0.02808387205004692,,,,,,
,,,,2050000,,,,,,,,,30.5844273,0.01,50.0,41000,31712,64
41.34384063002182,-68.87002563476562,0.12,0.0,2075000,43.1892224717969,0.0018979839514940977,0.0003,31.729898665361105,2074899,50.0,-0.055724143981933594,0.02686525508761406,,,,,,
,,,,2075000,,,,,,,,,31.95668601,0.0,50.0,41500,32097,64
41.03707582499225,-69.06788635253906,0.96,0.03,2100000,42.99970888175398,0.0019039602484554052,0.0003,31.753794254264793,2099899,50.0,-0.9900210499763489,0.02737782523036003,,,,,,
,,,,2100000,,,,,,,,,30.799107869999993,0.01,50.0,42000,32483,64
41.928463624270776,-69.11898040771484,0.38999999999999996,0.02,2125000,43.58812933720264,0.001876058871857822,0.0003,32.16622236177325,2124899,50.0,-2.9678454399108887,0.020387161523103714,,,,,,
,,,,2125000,,,,,,,,,31.631266470000003,0.0,50.0,42500,32870,64
41.87410270773395,-69.00630187988281,0.22,0.01,2150000,43.916790178822964,0.0018525979248806834,0.0003,32.22658481298014,2149899,50.0,-2.9216697216033936,0.021399326622486115,,,,,,
,,,,2150000,,,,,,,,,31.67375122,0.01,50.0,43000,33256,64
40.290386695924084,-69.13480377197266,0.03,0.0,2175000,42.805386637007,0.0017961048288270831,0.0003,31.168415002233814,2174899,50.0,-0.930926501750946,0.020070575177669525,,,,,,
,,,,2175000,,,,,,,,,31.449232829999996,0.0,50.0,43500,33646,64
40.96428864968593,-69.28351593017578,0.8200000000000001,0.02,2200000,43.08976322780334,0.001837830408476293,0.0003,31.725269466568715,2199899,50.0,2.428410530090332,0.024443335831165314,,,,,,
,,,,2200000,,,,,,,,,31.976382719999997,0.01,50.0,44000,34034,64
40.91260959839085,-68.93727111816406,0.22999999999999998,0.01,2225000,43.91999356889643,0.0018073369283229113,0.0003,31.869726190771907,2224899,50.0,-0.8380281329154968,0.021100960671901703,,,,,,
,,,,2225000,,,,,,,,,31.317721319999997,0.01,50.0,44500,34425,64
41.5571825312878,-69.45677185058594,0.27,0.01,2250000,43.21950600477333,0.0017794466111809015,0.0003,31.858758190497756,2249899,50.0,-4.62117862701416,0.01732412353157997,,,,,,
,,,,2250000,,,,,,,,,31.22432206,0.0,50.0,45000,34818,64
41.89686343963694,-69.07730102539062,0.09,0.01,2275000,43.22886687964082,0.0018434757366776466,0.0003,31.944648868627848,2274899,50.0,2.3476405143737793,0.024107780307531357,,,,,,
,,,,2275000,,,,,,,,,31.568716610000003,0.01,50.0,45500,35207,64
40.87447190365604,-68.97537231445312,0.25,0.03,2300000,42.62032103713494,0.001864369260147214,0.0003,31.37304733581841,2299899,50.0,3.274446487426758,0.02965526655316353,,,,,,
,,,,2300000,,,,,,,,,31.335774210000004,0.0,50.0,46000,35584,64
40.90215313673726,-69.10088348388672,0.74,0.02,2325000,44.03343889437792,0.001813688431866467,0.0003,32.03584701854968,2324899,50.0,-0.8658121228218079,0.0186765119433403,,,,,,
,,,,2325000,,,,,,,,,31.52377603,0.0,50.0,46500,35974,64
40.735850524533376,-69.31610107421875,0.33,0.02,2350000,43.12921646414657,0.001817450043745339,0.0003,31.53190012842417,2349899,50.0,-4.4570465087890625,0.020253106951713562,,,,,,
,,,,2350000,,,,,,,,,32.12771505,0.02,50.0,47000,36365,64
41.84893226383852,-69.33226013183594,0.47000000000000003,0.03,2375000,43.376418507832696,0.00182085030246526,0.0003,32.0770065346174,2374899,50.0,-1.5481696128845215,0.027055848389863968,,,,,,
,,,,2375000,,,,,,,,,31.665341589999997,0.0,50.0,47500,36755,64
40.910190250615734,-69.10938262939453,0.21,0.01,2400000,43.39824829959782,0.0018496806733310223,0.0003,31.668164453404025,2399899,50.0,0.8342418670654297,0.02942684292793274,,,,,,
,,,,2400000,,,,,,,,,31.19450977,0.02,50.0,48000,37139,64
41.96203518846068,-69.47967529296875,0.72,0.02,2425000,44.04341830705949,0.0018307098653167486,0.0003,32.432045080279934,2424899,50.0,-1.8935909271240234,0.023676639422774315,,,,,,
,,,,2425000,,,,,,,,,31.94710537,0.01,50.0,48500,37525,64
42.300770663967654,-68.87565612792969,0.83,0.03,2450000,43.064368866354194,0.0018033511005342007,0.0003,32.21942733824253,2449899,50.0,4.347400665283203,0.025452228263020515,,,,,,
,,,,2450000,,,,,,,,,31.38491828,0.0,50.0,49000,37915,64
40.3635914204202,-69.5377197265625,0.03,0.0,2475000,43.062603940142466,0.0018462133593857288,0.0003,31.29232325045392,2474899,50.0,1.7740752696990967,0.022883405908942223,,,,,,
,,,,2475000,,,,,,,,,31.951061950000007,0.0,50.0,49500,38301,64
42.11616399185581,-69.45310974121094,0.05,0.0,2500000,42.80181919473645,0.0018085731426253915,0.0003,31.856743691902373,2499899,50.0,3.0176992416381836,0.018705397844314575,,,,,,
,,,,2500000,,,,,,,,,31.745595459999993,0.0,50.0,50000,38689,64
40.571809042947706,-69.28791809082031,0.03,0.0,2525000,43.50507743593311,0.0018146744696423411,0.0003,31.53633242909331,2524899,50.0,2.1957664489746094,0.020404648035764694,,,,,,
,,,,2525000,,,,,,,,,31.772526499999998,0.02,50.0,50500,39075,64
41.84502615468624,-69.13459014892578,0.0,0.0,2550000,43.2612706760428,0.001835425617173314,0.0003,31.9148612965364,2549899,50.0,2.854620933532715,0.02163960225880146,,,,,,
,,,,2550000,,,,,,,,,31.63672361,0.01,50.0,51000,39468,64
41.351289355771655,-69.64627075195312,0.72,0.02,2575000,43.43812499276874,0.0017695686547085643,0.0003,31.97603038949892,2574899,50.0,3.24513840675354,0.018111564218997955,,,,,,
,,,,2575000,,,,,,,,,31.958487400000003,0.0,50.0,51500,39855,64
42.41198236526936,-69.55781555175781,0.8699999999999999,0.03,2600000,43.49142533836209,0.0017695120768621564,0.0003,32.43127788541373,2599899,50.0,1.2067768573760986,0.01749628782272339,,,,,,
,,,,2600000,,,,,,,,,31.474325249999996,0.01,50.0,52000,40239,64
